PMID,Child Concept,Relationship,Parent Concept
34758497,Glyburide,is-a,oral antidiabetic medication
28515272,Neurologic care,is-a,type of Health Care
28515272,Medical Expenditure Panel Survey,is-a,type of Survey Data
28515272,Demographics,is-a,type of Population Characteristics
28515272,Neurology visit rates,is-a,type of Health Care Utilization Data
28515272,Outpatient department neurologic care visit rates,is-a,type of Health Care Utilization Data
28515272,Emergency department,is-a,type of Health Care Setting
28515272,Hospital stays,is-a,type of Health Care Utilization
28515272,Per capita inpatient expenditures,is-a,type of Health Care Cost
22353147,Racial/Ethnic Health care disparities,is-a,Health care disparity
22353147,IOM definition,is-a,Definition method
22353147,Medical Expenditure Panel Survey,is-a,Data collection method
22353147,Mental health care expenditure,is-a,Health care cost
25637028,Health inequity,is-a,Health inequality
25637028,American sample of the 2002-03 Joint Canada/United States Survey of Health,is-a,Data set
25637028,Health Utilities Index (HUI),is-a,Health measurement tool
25637028,Ordinary Least Squares,is-a,Statistical method
25637028,Gini coefficient,is-a,Inequality measure
25637028,Direct standardization,is-a,Fairness-standardization method
25637028,Indirect standardization,is-a,Fairness-standardization method
37581370,Esophageal cancer operation,is-a,healthcare service
37581370,Michigan Cancer Surveillance Program,is-a,health data registry
37581370,Esophagectomy,is-a,surgical procedure for esophageal cancer
37581370,Urban vs rural designations,is-a,geographical classification
37581370,Michigan Economic Recovery Council designations,is-a,regional economic classifications
37581370,ANOVA,F-test,"and chi-square test, is-a, statistical analysis methods"
37581370,Health outcomes,is-a,measure of the effect of healthcare
37581370,Regional variation,is-a,factor impacting health outcomes
37581370,Health insurance,is-a,determinant of receiving operation
37581370,Race,is-a,determinant of receiving operation
37581370,Gender,is-a,determinant of receiving operation
37581370,Residence location,is-a,determinant of receiving operation
30112915,Autism Spectrum Disorder,is-a,Health Condition
30112915,Child Race-Ethnicity,is-a,Demographic Factor
30112915,Neighborhood Characteristics,is-a,Social Determinant of Health
30112915,Treatment Receipt Age,is-a,Health Care Access Indicator
24523068,PCI,is-a,Treatment
24523068,STEMI,is-a,Heart condition
24523068,Dementia,is-a,Cognitive condition
24523068,Diagnostic cardiac catheterization,is-a,Procedure
24523068,CABG,is-a,Surgical procedure
24523068,Hyperlipidemia,is-a,Metabolic disorder
28481845,"""High-quality data""",is-a,"""Requirement for health disparity elimination"""
28481845,"""High-quality data""",is-a,"""Requirement for cancer prevention and control"""
28481845,"""Granular ethnicity""",is-a,"""Aspect of race and ethnicity data collection"""
28481845,"""Patient registration system""",is-a,"""System for capturing race and ethnicity data"""
28481845,"""Staff training""",is-a,"""Method to improve data collection"""
28481845,"""Hospital""",is-a,"""Place for data collection"""
28481845,"""Identification of racial and ethnic minorities""",is-a,"""Way to improve quality of hospital and state cancer registry data"""
28481845,"""Alignment with language services""",is-a,"""Possible benefit from improved data collection"""
28481845,"""Understanding of healthcare needs""",is-a,"""Possible benefit from improved data collection"""
28481845,"""Strategies to address disparities""",is-a,"""Outcome of better data collection"""
37820703,Immigrant children,is-a,vulnerable population
37820703,Native-born adult populations,is-a,benchmark population
37820703,First-generation immigrant children,is-a,immigrant children
37820703,Second-generation immigrant children,is-a,immigrant children
37820703,Socioeconomic status,is-a,health disparity factor
37820703,Insurance and language barriers,is-a,health disparity factor
37820703,Authorization status,is-a,health disparity factor
37820703,Bias/Xenophobia,is-a,health disparity factor
37820703,Pediatric epilepsy,is-a,health condition
37820703,Language concordance,is-a,intervention
37820703,Community-driven educational efforts,is-a,intervention
37820703,Broad-scale policy changes,is-a,intervention
28634875,USA,is-a,Country
28634875,Health care,is-a,Sector
28634875,Universal health coverage,is-a,Health care model
28634875,Life expectancy,is-a,Health outcome measure
28634875,Mental illness,is-a,Health condition
28634875,Suicide,is-a,Health outcome
28634875,Homelessness,is-a,Social condition
28634875,Employment,is-a,Socioeconomic factor
28634875,Disparity,is-a,Socioeconomic factor
38073139,Disparity in access to surgical cancer care,is-a,health inequality
38073139,Disparity in quality of surgical cancer care,is-a,health inequality
38073139,Cancer incidence,is-a,health concern
38073139,Cancer mortality,is-a,health concern
38073139,Inequities in global cancer surgery,is-a,health inequality
38073139,Potential solutions to overcome these challenges,is-a,health intervention
23236992,Kenya,is-a,low-income country
23236992,Public facilities,is-a,resource for the poor
23236992,Facility characteristics,is-a,indicator of service equity
23236992,Poverty level,is-a,determinant of health service quality
23236992,Socioeconomic status,is-a,contributing factor to health service quality
23236992,Electricity in health facilities,is-a,service prone to pro-rich inequality
23236992,Laboratory services,is-a,service prone to pro-rich inequality
23236992,Qualified staff,is-a,marker of service availability
20410702,Children's Health Insurance Program Reauthorization Act,is-a,Legislation
20410702,Federal government,is-a,Authority
20410702,States,is-a,Implementation Body
20410702,Quality measurement and demonstrations,is-a,Improvement Method
20410702,Enrollment and outreach,is-a,Provision
20410702,Health care delivery for children,is-a,Service
20410702,Health reform,is-a,Policy Change
20410702,Low income children,is-a,Eligible Group for CHIPRA
20410702,Children with developmental and behavioral needs,is-a,Special Needs Group
20410702,Legislative analysis and expert input,is-a,Information Source
20410702,Quality related provisions,is-a,Part of Legislation
31090565,Surgical Services,is-a,type of Health Care Service
31090565,Rural Hospitals,is-a,type of Healthcare Facility
31090565,Major Surgery Hospitals,is-a,type of Healthcare Facility
31090565,Hospital Consolidation,is-a,type of Healthcare System Change
31090565,Geospatial Analysis Tools,is-a,type of Research Tool
31120180,DBS surgery,is a,treatment for Parkinson's disease
31120180,Gender disparity,is a,barrier in DBS surgery for Parkinson's disease
31120180,University of Miami DBS Database,is a,source of patient data
31120180,Medical optimization,is a,reason for not receiving surgery
31120180,Neuropsychological evaluation,is a,reason for not receiving surgery
31120180,Patient preference,is a,reason for not receiving surgery
31120180,Patient education and awareness,is a,factor influencing DBS surgery
23733984,"""Aligning Forces for Quality""","""is-a""","""Initiative"""
23733984,"""Robert Wood Johnson Foundation""","""is-a""","""Foundation"""
23733984,"""Multistakeholder alliance""","""is-a""","""Alliance"""
23733984,"""Consumer advisory boards""","""is-a""","""Board"""
23733984,"""Public reports of providers' quality""","""is-a""","""Report"""
27535827,Spatial accessibility to hospital care,is-a,basic social demand
27535827,Allocation of government investment,is-a,policy factor
27535827,Shortest path analysis,is-a,method
27535827,Enhanced two-step floating catchment area (E2SFCA) method,is-a,method
27535827,Primary hospitals,is-a,healthcare institution
27535827,Secondary hospitals,is-a,healthcare institution
27535827,Tertiary hospitals,is-a,healthcare institution
27535827,Public hospitals,is-a,healthcare institution
27535827,Private hospitals,is-a,healthcare institution
27535827,Government investment,is-a,financial resource
27535827,Healthcare personnel,is-a,healthcare resource
27535827,Social capital investment,is-a,financial resource
27535827,Road construction in rural area,is-a,infrastructure development
29575886,Poverty,is-a,Social Determinant of Health
29575886,Low level of education,is-a,Social Determinant of Health
29575886,Inequalities in public health,is-a,Outcome of social determinants of health
29575886,Family Affluence Scale (FAS),is-a,Measure of Socio-Economic Status
29575886,Health self-assessment,is-a,Health Outcome
29575886,Asthma,is-a,Health Outcome
29575886,Pneumonia,is-a,Health Outcome
29575886,Bronchitis,is-a,Health Outcome
29575886,Spinal deformities,is-a,Health Outcome
29575886,Parents' education,is-a,Social Determinant of Health
29575886,Place of residence,is-a,Social Determinant of Health
22858309,Washington,DC,"is-a, culturally diverse area"
22858309,Epilepsy,is-a,health condition
22858309,Prevalence,is-a,measurement of health condition
22858309,Incidence,is-a,measurement of health condition
22858309,Lifetime prevalence,is-a,type of prevalence
22858309,Active epilepsy,is-a,type of epilepsy
22858309,Probability-based sampling,is-a,research method
31216352,Childhood morbidity,is-a,Public health concern
31216352,Diarrheal disease,is-a,Preventable disease
31216352,Acute respiratory infection,is-a,Preventable disease
31216352,Fever,is-a,Preventable disease
31216352,Socioeconomic inequality,is-a,Factor affecting health outcomes
31216352,Bangladesh,is-a,Low-income country
31216352,Maternal education attainment,is-a,Determinant of child health
31216352,Pre-delivery care,is-a,Factor affecting child health
31216352,Chronic undernutrition,is-a,Cause of child morbidity
31216352,Immunisation coverage,is-a,Factor affecting child morbidity
31216352,Healthcare services,is-a,Solution for economic inequality
31216352,Childhood morbidity,is-a,Result of socio-economic inequality
23093522,Regional deprivation,is-a,socioeconomic factor
23093522,Mortality rates,is-a,health outcome
23093522,Standardised mortality ratios (SMRs),is-a,health outcome measure
23093522,Poverty poles,is-a,region type categorized by deprivation
23093522,Prospering regions and suburban counties,is-a,region type categorized by deprivation
23093522,Heterogeneous counties,is-a,region type
23093522,Resettlers from Former Soviet Union countries,is-a,population group
23093522,Retrospective cohort study,is-a,research method
23093522,Natural experiment,is-a,research method
23093522,North Rhine-Westphalia,is-a,federal state of Germany
23093522,Counties of North Rhine-Westphalia,is-a,administrative division of federal state
26092020,Minimally Invasive Surgery,is-a,Surgical Procedure
26092020,Laparoscopic Surgery,is-a,Minimally Invasive Surgery
26092020,Robotic Surgery,is-a,Minimally Invasive Surgery
26092020,Private Insurance,is-a,Insurance Coverage Type
26092020,Academic Center,is-a,Hospital Type
26092020,Rectal Cancer,is-a,Disease
26092020,Surgical Approach,is-a,Treatment Method
36890368,Poverty,is-a,Social Determinant of Health
36890368,Education,is-a,Social Determinant of Health
36890368,Employment,is-a,Social Determinant of Health
36890368,Social Support,is-a,Social Determinant of Health
36890368,Access to Health Care,is-a,Social Determinant of Health
27364384,Inclusive healthcare innovations,is-a,healthcare intervention
27364384,Scaling up,is-a,strategy
27364384,Policy advocacy,is-a,strategy
27364384,Intensive lobbying,is-a,policy advocacy
27364384,Funders,is-a,role in healthcare intervention
27364384,Investment,is-a,means for healthcare intervention
27364384,Accessibility,is-a,factor in healthcare intervention
27364384,Cost-effectiveness,is-a,factor in healthcare intervention
27364384,Sustainability,is-a,factor in healthcare intervention
27364384,Infrastructure,is-a,factor in healthcare intervention
34850925,Health equity,is-a,health priority
34850925,Intervention development,is-a,component of transdisciplinary translational behavior research
34850925,Evaluation,is-a,component of transdisciplinary translational behavior research
34850925,Discovery science,is-a,critical first step in translational research
34850925,Conceptual models,is-a,tool for understanding minority health and health disparities
34850925,Frameworks,is-a,tool for understanding minority health and health disparities
34850925,Stress responses,is-a,basic behavioral mechanism relevant to minority health and health disparities
34850925,Stress reactivity,is-a,basic behavioral mechanism relevant to minority health and health disparities
18579635,Childhood poverty,is-a,Social determinant of health
18579635,Low education level,is-a,Social determinant of health
18579635,Unemployment,is-a,Social determinant of health
18579635,Poor housing conditions,is-a,Social determinant of health
18579635,Inadequate access to healthcare,is-a,Social determinant of health
18579635,Racial discrimination,is-a,Social determinant of health
18579635,Food insecurity,is-a,Social determinant of health
18579635,Lack of social support,is-a,Social determinant of health
18579635,Exposure to violent crime,is-a,Social determinant of health
18579635,Substance abuse,is-a,Social determinant of health
23826625,Low socio-economic status,is-a,social determinant of health
23826625,Educational attainment,is-a,social determinant of health
23826625,Employment status,is-a,social determinant of health
23826625,Access to healthcare,is-a,social determinant of health
23826625,Housing conditions,is-a,social determinant of health
23826625,Social support,is-a,social determinant of health
23826625,Food security,is-a,social determinant of health
23826625,Physical environment,is-a,social determinant of health
23826625,Healthy behavior,is-a,social determinant of health
23826625,Psychological distress,is-a,social determinant of health
29925401,Ghana,is-a,Country
29925401,Older adults in Ghana,is-a,Demographic group
29925401,Outpatient services,is-a,Type of healthcare service
29925401,Inpatient services,is-a,Type of healthcare service
29925401,Health insurance,is-a,Healthcare access factor
29925401,Socioeconomic status,is-a,Factor affecting healthcare access
29925401,Healthcare utilisation,is-a,Result of healthcare access
29925401,World Health Organization's Study on global AGEing,is-a,Research study
29925401,Equity in healthcare access,is-a,Healthcare goal
29925401,Cross-sectional data,is-a,Type of research data
31589635,Health service coverage,is-a,determinant of maternal health outcomes
31589635,Geographical factors,is-a,barrier to health service utilization
31589635,Shortages of skilled health providers,is-a,contributor to poor maternal health outcomes
31589635,Solidarity support for poor people,is-a,enabler of health service utilization
31589635,Interconnectedness between local leaders and heads of health facilities,is-a,enabler of health service utilization
31589635,Disparities between districts,is-a,factor in resource allocation for universal coverage
31589635,Local innovations,is-a,method for improving solidarity and scaling up health services
34533527,Rural populations,is-a,population group
34533527,Structural barriers,is-a,barrier type
34533527,Community barriers,is-a,barrier type
34533527,Individual-level barriers,is-a,barrier type
34533527,Breast cancer continuum,is-a,cancer type continuum
34533527,Cervical cancer continuum,is-a,cancer type continuum
34533527,Public health nurses,is-a,health care professional role
34533527,Healthcare landscape,is-a,aspect of healthcare
34533527,Access to cancer-focused care,is-a,healthcare access issue
34533527,Access to insurance,is-a,healthcare access issue
34533527,Collective poverty,is-a,socio-economic issue
34533527,Demographic factors,is-a,population characteristics
34533527,Rural patients,is-a,patient group
27388538,Immigrant women,is-a,Population group
27388538,Health inequities,is-a,Health issue
27388538,Sociodemographic status,is-a,Social determinant of health
27388538,Salutogenic approach,is-a,Health promotion strategy
27388538,Internal assets,is-a,Personal resources
27388538,Community assets,is-a,Social resources
27388538,Institutional assets,is-a,Systemic resources
27388538,Photovoice session,is-a,Research method
27388538,Religious beliefs,is-a,Personal beliefs
27388538,Social support,is-a,Social resource
21261988,Poverty,is-a,Risk factor for childhood illness
21261988,Lack of female empowerment,is-a,Risk factor for childhood illness
21261988,Lack of education,is-a,Risk factor for childhood illness
21261988,Microcredit programs,is-a,Solution to poverty and gender disparity
21261988,Health education module,is-a,Solution to lack of knowledge about important health issues
21261988,World Health Organization's Integrated Management of Childhood Illness,is-a,Community intervention
21261988,Loan groups,is-a,Part of microcredit organization
21261988,Health education intervention,is-a,Monthly session at loan groups
21261988,Child health status,is-a,Child's physical condition measure
21261988,Child health issues knowledge,is-a,Outcome measure of health education intervention
34895244,Access to Primary Health Care (PHC),is-a,Health service
34895244,Geographic access to care,is-a,Aspect of health equity
34895244,Financial access to care,is-a,Aspect of health equity
34895244,Education disparity,is-a,Social determinant of health
34895244,Wealth Disparity,is-a,Social determinant of health
34895244,Conflict intensity,is-a,Social determinant of health
29961558,Aotearoa/NZ,is-a,Country
29961558,United States,is-a,Country
29961558,Health Equity,is-a,Goal of National Health Strategy
29961558,Healthcare system,is-a,Influencer of Health Equity
29961558,Social services,is-a,Influencer of Health Equity
29961558,Quality of care,is-a,Aspect of Healthcare system
29961558,Payment of care,is-a,Aspect of Healthcare system
29961558,Access to care,is-a,Aspect of Healthcare system
29961558,Healthcare system,is-a,Receiver of Government and Private Policies
29961558,Structural racism,is-a,Root Cause of Health Inequities
29961558,Colonialism,is-a,Root Cause of Health Inequities
29961558,White privilege,is-a,Root Cause of Health Inequities
29961558,Racial/Ethnic Minorities,is-a,Group Affected by Health Inequities
29961558,Indigenous Peoples,is-a,Group Affected by Health Inequities
36972247,Primary healthcare utilization,is-a,health behavior
36972247,Regional differences,is-a,geographical disparity
36972247,Binary logistic regression,is-a,statistical method
36972247,Cross-sectional research,is-a,research design
36972247,Participants,is-a,research subjects
36972247,Java Region-Indonesia,is-a,geographical region
36972247,Healthcare utilization disparity,is-a,health inequality
24976321,Poor Nutrition,is-a,Social Determinant of Health
24976321,Low-Income,is-a,Social Determinant of Health
24976321,Unemployment,is-a,Social Determinant of Health
24976321,Lack of Education,is-a,Social Determinant of Health
24976321,Stress,is-a,Social Determinant of Health
24976321,Housing Instability,is-a,Social Determinant of Health
24976321,Food Insecurity,is-a,Social Determinant of Health
24976321,Social Exclusion,is-a,Social Determinant of Health
24976321,Health Care Access,is-a,Social Determinant of Health
24976321,Transportation Access,is-a,Social Determinant of Health
23152770,Aboriginals,are-a,Population Group
23152770,Non-Aboriginals,are-a,Population Group
23152770,Welfare Recipients,are-a,Population Group
23152770,Healthcare Utilisation Rates,is-a,Health Indicator
23152770,Cardiology,is-a,Specialty
23152770,Ophthalmology,is-a,Specialty
23152770,Health Disparities,is-a,Health Issue
23152770,Alberta,is-a,Province of Canada
24707037,major depressive disorder,is-a,mental health issue
24707037,general anxiety disorder,is-a,mental health issue
24707037,suicidal ideation,is-a,mental health issue
24707037,acculturation stress,is-a,psychosocial predictor
24707037,negative interaction with family members,is-a,psychosocial predictor
24707037,discrimination,is-a,psychosocial predictor
24707037,social support,is-a,protective factor
24707037,racial/ethnic identity,is-a,protective factor
24707037,religious involvement,is-a,protective factor
21644969,Health expenditure disparities,is-a,Health inequality
21644969,United States residence years,is-a,Demographic factor
21644969,Citizenship/Nativity status,is-a,Sociopolitical factor
21644969,Medical Expenditure Panel Survey,is-a,Data source
21644969,National Health Interview Survey,is-a,Data source
21644969,Health spending,is-a,Health economic measure
21644969,Health insurance status,is-a,Social determinant of health
21644969,Decomposition technique,is-a,Statistical analysis method
35428682,Hospital,implements,Quality Improvement Initiatives
35428682,Hospital,implements,Patient Safety Initiatives
35428682,Quality Improvement Initiatives,target,Severe Maternal Morbidity
35428682,Patient Safety Initiatives,target,Severe Maternal Morbidity
35428682,Severe Maternal Morbidity,affects,Non-Hispanic Black Women
35428682,Data Stratification,used for,Guideline Development
35428682,Guideline Development,aims to,Reduce Racial Disparity
37879735,Low value care,is-a,type of health care service
37879735,Retrospective cohort study,is-a,type of study design
37879735,Medicare fee-for-service administrative data,is-a,type of healthcare data
37879735,Black and White Medicare patients aged 65 or older,is-a,type of study participants
37879735,Health system,is-a,provider of healthcare services
37879735,40 low value services,is-a,type of healthcare measure
37879735,Racial differences in receipt of low value care,is-a,type of health disparity
37879735,Racial composition of the health system's population,is-a,type of demographic factor
37879735,Low value acute diagnostic tests and treatments,is-a,type of healthcare service
37879735,Healthcare use,is-a,type of health behavior
37879735,Health system leaders,is-a,type of clinical role
37879735,Researchers,is-a,type of academic role
37879735,Policy makers,is-a,type of government role
25726509,Male breast cancer,is-a,health condition
25726509,Socioeconomic status,is-a,social determinant of health
25726509,Race,is-a,social determinant of health
25726509,Ethnicity,is-a,social determinant of health
21946957,Income Inequality,is-a,Social determinant of health
21946957,Educational Opportunities,is-a,Social determinant of health
21946957,Access to Nutritious Food,is-a,Social determinant of health
21946957,Access to Healthcare,is-a,Social determinant of health
21946957,Housing Stability,is-a,Social determinant of health
21946957,Neighborhood Safety,is-a,Social determinant of health
21946957,Environmental Conditions,is-a,Social determinant of health
21946957,Employment Opportunities,is-a,Social determinant of health
21946957,Social Support Networks,is-a,Social determinant of health
21946957,Race and Ethnicity,is-a,Social determinant of health
34980166,Hispanic women,is-a,population group
34980166,Non-Hispanic White women,is-a,population group
34980166,Infertility services,is-a,health care service
34980166,Economic factors,is-a,social determinant of health
34980166,Geographic factors,is-a,social determinant of health
34980166,Cultural factors,is-a,social determinant of health
34980166,Societal factors,is-a,social determinant of health
34980166,Disparities in treatment outcomes,is-a,health care inequality
34980166,In-vitro fertilization treatment,is-a,infertility treatment
34980166,Race data,is-a,demographic information
34980166,Insurance coverage,is-a,economic factor
34980166,Patient education,is-a,health care service
34980166,Provider education,is-a,health care service
34980166,Access to reproductive medicine,is-a,health care inequality
24751600,Urbanity,is-a,determinant of health facility delivery
24751600,Administrative region,is-a,determinant of health facility delivery
24751600,Economic status,is-a,determinant of health facility delivery
24751600,Maternal education,is-a,determinant of health facility delivery
24751600,Secondary/higher education,is-a,level of education
24751600,No education,is-a,level of education
24751600,Urban area,is-a,type of dwelling area
24751600,Rural place,is-a,type of dwelling area
24751600,Upper economic quintile,is-a,economic class
24751600,Lowest quintile,is-a,economic class
25955674,Healthcare affordability,is-a,measure of health care
25955674,Access to publicly funded health care,is-a,aspect of healthcare in Canada
25955674,Healthcare affordability,is-a,determinant of equitable access
25955674,Survey-based measure,is-a,method of measuring healthcare affordability
25955674,Focus group exploration,is-a,method of developing items for a survey
25955674,Telephone administration,is-a,method of conducting initial instrument
25955674,Self-administered version,is-a,evolved form of initial instrument
25955674,Ordinal logistic regression modelling,is-a,method to examine score predictions
25955674,Income status,is-a,factor affecting affordability
25955674,Unmet needs,is-a,result of affordability issues
25955674,Emergency room use,is-a,result of affordability issues
25955674,Health problem aggravation,is-a,result of affordability issues
25955674,Healthcare equity,is-a,application of the subscale measure
20208053,Variations in medication treatment,is-a,health disparity
20208053,Differences in drug treatment based on race,ethnicity,"or sex, is-a, health disparity"
20208053,Differences in receipt of prescription drugs,is-a,health disparity
20208053,Differences in drugs prescribed,is-a,health disparity
20208053,Differences in drug dosing or administration,is-a,health disparity
20208053,Wait time to receipt of a drug,is-a,health disparity
20208053,Increased rates of hospitalization,is-a,health outcome associated with pharmacotherapeutic disparities
20208053,Decreased rates of therapeutic goal attainment,is-a,health outcome associated with pharmacotherapeutic disparities
20208053,Decreased rates of survival,is-a,health outcome associated with pharmacotherapeutic disparities
32052673,Tobacco Use,is-a,Behavioral determinant
32052673,Low Education,is-a,Socioeconomic determinant
32052673,Unemployment,is-a,Socioeconomic determinant
32052673,Poor Housing,is-a,Environmental determinant
32052673,Access to Healthy Foods,is-a,Environmental determinant
32388573,Family income,is-a,socioeconomic factor
32388573,Dental care use,is-a,health service usage
32388573,Social inequalities,is-a,socioeconomic factor
32388573,Education,is-a,socioeconomic factor
32388573,Place of residence,is-a,socioeconomic factor
32388573,Health inequalities,is-a,health outcome
32388573,Survey method,is-a,research method
32388573,Polish population,is-a,human population
32388573,Dental services,is-a,health service
32388573,Rural area,is-a,type of residence
32388573,City,is-a,type of residence
32388573,Statistics Poland,is-a,research organization
21030402,Poverty,is-a,social determinant of health
21030402,Education,is-a,social determinant of health
21030402,Employment,is-a,social determinant of health
21030402,Social support,is-a,social determinant of health
21030402,Access to healthcare,is-a,social determinant of health
28501676,Research,is-a,Method to understand health disparities
28501676,Contingency Management Treatment,is-a,Substance use disorder treatment
28501676,Medication-Assisted Treatment,is-a,Substance use disorder treatment
28501676,Cultural Competent Practices,is-a,Substance use disorder treatment
28501676,Mexican Americans,is-a,Demographic group
28501676,Non-Latino Whites,is-a,Demographic group
28501676,Treatment Completion,is-a,Health outcome
28501676,Substance use disorder treatment programs,is-a,health service
28501676,Client demographics,is-a,health determinant
28501676,Drug use severity,is-a,health determinant
28501676,Mental health issues,is-a,health determinant
28501676,Program license and professional accreditation,is-a,quality indicator of health service
26905637,Socioeconomic status,is-a,social determinant of health
26905637,Education level,is-a,social determinant of health
26905637,Employment status,is-a,social determinant of health
26905637,Geographical location,is-a,social determinant of health
26905637,Housing condition,is-a,social determinant of health
26905637,Access to healthcare,is-a,social determinant of health
26905637,Nutrition,is-a,social determinant of health
26905637,Physical environment,is-a,social determinant of health
26905637,Social support networks,is-a,social determinant of health
34228685,Home hospital care,is-a,care delivery model
34228685,Home hospital care,is-a,substitute for traditional inpatient hospital care
34228685,Medicare Advantage,is-a,healthcare enrollment program
34228685,Centers for Medicare & Medicaid Services,is-a,healthcare organization
34228685,Hospitals Without Walls program,is-a,healthcare service program
34228685,Acute hospital care at home,is-a,component of Hospitals Without Walls program
20724698,American Indian/Alaska Native,is-a,Population Group
20724698,Non-Hispanic Whites,is-a,Population Group
20724698,Uninsurance rate,is-a,Health Disparity Indicator
20724698,Current Population Survey,is-a,Data Source
20724698,National Health Interview Survey,is-a,Data Source
20724698,Medical Expenditure Panel Survey,is-a,Data Source
25661890,Aboriginal Australians,is-a,Researched population
25661890,Non-Aboriginal Australians,is-a,Population
25661890,Evidence-based practice,is-a,Tool for social interventions
25661890,Aboriginal policy,is-a,Area uninformed by evidence-based practice
25661890,Criticism of Evidence-Based Practice,is-a,Cause of uninformed Aboriginal policy
25661890,Indigenous peoples,is-a,Recipients of intervention
25661890,Life expectancy,is-a,Well-being index
25661890,Other well-being indices,is-a,Measure of health
25661890,Clinical expertise and systematic research,is-a,Base for evidence-based practice
19717693,Asylum seeker detention in Australia,is-a,system
19717693,Right to health,is-a,right
19717693,Ethical problems,is-a,issue
19717693,Healthcare providers,is-a,occupation
19717693,Nurses,is-a,Healthcare providers
19717693,Ethics of care,is-a,approach
19717693,Witnessing suffering,is-a,experience
19717693,Ethical nursing practice,is-a,professional practice
20122047,Psychotherapy,is-a,Treatment method
20122047,Interpersonal Therapy,is-a,Type of Psychotherapy
20122047,New York City,Philadelphia,"Pittsburgh, are-a, Cities"
20122047,Major Depression,is-a,Type of Depression
20122047,Minor Depression,is-a,Type of Depression
20122047,African American,is-a,Ethnic group
20122047,Whites,is-a,Ethnic group
20122047,Antidepressant,is-a,Medication
20122047,Primary Care Physician,is-a,Healthcare Professional
22556392,Older American Indians and Alaska Natives,is-a,Group with poorer physical and mental health
22556392,Non-Hispanic Whites,is-a,Group with better access to medical care
22556392,Older American Indians and Alaska Natives,is-a,Group with unmet health care needs
22556392,Older American Indians and Alaska Natives,is-a,Group with difficulty understanding medical information
22556392,Older American Indians and Alaska Natives,is-a,Group delaying needed medical care
22556392,California Health Interview Survey,is-a,Source of health care data
22556392,Older American Indians and Alaska Natives,is-a,Population needing more health care research
22556392,Health disparities,is-a,Phenomenon needing informed efforts for reduction
31483728,Air quality,is-a,Environmental determinant of health
31483728,Socioeconomic status,is-a,Social determinant of health
31483728,Education level,is-a,Social determinant of health
31483728,Employment status,is-a,Social determinant of health
31483728,Access to healthcare,is-a,System determinant of health
31483728,Diet,is-a,Lifestyle determinant of health
31483728,Smoking,is-a,Lifestyle determinant of health
31483728,Physical activity,is-a,Lifestyle determinant of health
31483728,Stress,is-a,Psychological determinant of health
31483728,Housing quality,is-a,Environmental determinant of health
24789236,Poor adults,is-a,population group
24789236,Nonpoor adults,is-a,population group
24789236,Behavioral Risk Factor Surveillance System,is-a,database
24789236,Federal poverty threshold,is-a,economic measure
24789236,Linear probability models,is-a,analytical method
24789236,Dental care utilization gap,is-a,health inequality measure
24789236,Medicaid,is-a,health insurance program
24789236,Dental coverage,is-a,healthcare service
24789236,Oral health outcomes,is-a,health measure
24789236,Inequality in dental care utilization,is-a,social determinant of health
24789236,Alternative approaches,is-a,policy solutions
20211298,Acute myocardial infarction,is-a,cardiovascular disease
20211298,Guidelines Applied in Practice [GAP],is-a,structured initiative
20211298,Adherence to guideline-based medications/recommendations,is-a,main outcome measure
20211298,GAP discharge tool usage,is-a,indicator of quality care
20211298,Smoking cessation counseling,is-a,hospital service
20211298,Medicare patients,is-a,patient population
20211298,Nonwhite patients,is-a,patient population
20211298,White patients,is-a,patient population
20211298,Racial disparities,is-a,health care issue
20211298,Quality improvement programs,is-a,health policy strategy
33226648,Cancer treatment,is-a,cause of financial hardship
33226648,Financial hardship screening and management,is-a,proposed quality metric for oncology practices
33226648,The cost of cancer treatment,is-a,rising factor
33226648,Quality measurement and reporting,is-a,successful method in establishing standards of care
33226648,National Quality Forum and professional societies for oncology care clinicians,is-a,potential endorsers for financial hardship screening
33226648,Screening for financial hardship,is-a,not currently part of most clinical practices
33226648,The need to mitigate adverse consequences of financial hardship,is-a,growing urgency due to the rising cost of cancer treatment
33226648,The confluence of increasingly high-cost care and widening disparities in ability to pay,is-a,strong argument to mitigate the financial consequences of cancer
26098942,Socio-economic factors,is-a,determinant of child health
26098942,Health risk behaviors,is-a,factor affecting child health
26098942,Psychosocial well-being,is-a,factor affecting child health
26098942,Cross sectional territory wide survey,is-a,research methodology
26098942,Youth Risk Behavior Surveillance questionnaire,is-a,research tool
26098942,Children Behavior Checklist (CBCL),is-a,research tool
26098942,Health-related knowledge and hygienic practice questionnaire,is-a,research tool
26098942,Somatic complaints,is-a,child health issue
26098942,Anxiety/depression,is-a,child health issue
26098942,Eating habits,is-a,health risk behavior
26098942,Screen time,is-a,health risk behavior
26098942,Exposure to passive smoking,is-a,health risk behavior
26098942,Higher family income,is-a,socio-economic factor
26098942,Higher parental education,is-a,socio-economic factor
26098942,Unemployment,is-a,socio-economic factor
26098942,Social assistance,is-a,socio-economic factor
18543412,Poverty,is-a,Social Determinant of Health
18543412,Education,is-a,Social Determinant of Health
18543412,Employment,is-a,Social Determinant of Health
18543412,Social Support,is-a,Social Determinant of Health
18543412,Access to Healthcare,is-a,Social Determinant of Health
29783031,Racial disparity,is-a,factor in lower extremity revascularization (LER
