0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
15203422,Social support,is-a,coping strategy,,,,,park_access,13.0
15203422,CNS impairment,is-a,medical condition,,,,,community_composition,13.0
15203422,Biological caregivers,is-a,caregiver type,,,,,'polluted air',12.0
15203422,Non-biological caregivers,is-a,caregiver type,,,,,'polluted air',12.0
15203422,Community resources,is-a,social support resource,,,,,'social opportunity',12.0
3239360,Twinline,is-a,social service agency,,,,,social_risk_factors,13.0
3239360,Twinline,is-a,resource for parents of multiples,,,,,'exposure to violence',24.0
3239360,Counseling,is-a,service provided by Twinline,,,,,'exposure to violence',20.0
3239360,Information,is-a,service provided by Twinline,,,,,'exposure to violence',20.0
3239360,Community resources,is-a,service provided by Twinline,,,,,'exposure to violence',20.0
3239360,Stress,is-a,health risk for parents of multiples,,,,,'access to working utilities',26.0
3239360,Child abuse,is-a,potential risk reduced by Twinline services,,,,,social_risk_factors,31.0
3239360,Spousal abuse,is-a,potential risk reduced by Twinline services,,,,,social_risk_factors,31.0
3239360,Perinatal services,is-a,service provided by Twinline,,,,,'exposure to violence',20.0
3239360,Parents expecting multiples,is-a,target population for Twinline services,,,,,'exposure to violence',27.0
3239360,Multiple birth families,is-a,target population for Twinline services,,,,,'exposure to violence',27.0
2704837,Single-parent family,is-a,family type,,,,,park_access,10.0
2704837,Two-parent family,is-a,family type,,,,,park_access,10.0
2704837,Child with cerebral palsy,is-a,health status,,,,,park_access,11.0
2704837,Financial well-being,is-a,family resource,,,,,park_access,12.0
2704837,Family integration,is-a,coping mechanism,,,,,'polluted air',12.0
2704837,Cooperation,is-a,coping mechanism,,,,,'polluted air',12.0
2704837,Optimism about the situation,is-a,coping mechanism,,,,,'polluted air',12.0
2704837,Family adaptability,is-a,family characteristic,,,,,'mass incarceration',15.0
2704837,Family rules,is-a,aspect of family adaptability,,,,,'social opportunity',21.0
2704837,Power structure,is-a,aspect of family adaptability,,,,,'social opportunity',21.0
2704837,Role relationships,is-a,aspect of family adaptability,,,,,'social opportunity',21.0
31094447,Eating behavior,is-a,health outcome,,,,,park_access,12.0
31094447,Obesity,is-a,health outcome,,,,,park_access,12.0
31094447,Eating mimicry,is-a,interpersonal influence mechanism,,,,,'limited internet access',25.0
31094447,Bite mimicry,is-a,form of eating mimicry,,,,,'polluted air',17.0
31094447,Family members,is-a,potential source of eating cues,,,,,'exposure to violence',22.0
31094447,Unstructured family meal,is-a,context for eating mimicry,,,,,'access to working utilities',20.0
31094447,Eating rate,is-a,measure of eating behavior,,,,,'exposure to violence',19.0
31094447,Eating partner,is-a,family member involved in shared meal,,,,,'racism and violence in society',27.0
11480488,Fathers,is-a,Parent,,,,,park_access,7.0
11480488,Caseworker,is-a,Social Worker,0.6666666666666667,,'social integration',,'social opportunity',11.0
11480488,Kinship Foster Care,is-a,Foster Care,0.6666666666666667,,'foster collaboration',,'polluted air',9.0
11480488,Permanency Planning,is-a,Child Welfare Service,,,,,'polluted air',17.0
11480488,Child's Family Composition,is-a,Family Structure,,,,,'polluted air',13.0
10579891,Adolescence,is-a,Life stage,,,,,park_access,11.0
10579891,Aggressiveness,is-a,Behavioral characteristic,,,,,'mass incarceration',18.0
10579891,Depressive mood,is-a,Mental health condition,,,,,community_composition,17.0
10579891,Family connectedness,is-a,Family relationship quality,,,,,'polluted air',21.0
10579891,Individuality,is-a,Personal characteristic,,,,,park_access,16.0
10579891,Longitudinal study,is-a,Research method,,,,,park_access,13.0
10579891,Cluster analysis,is-a,Data analysis method,,,,,park_access,16.0
942577,'Heavy drinking','is a','Drinking behaviour',,,,,'mass incarceration',13.0
942577,'Problem drinking','is a','Drinking behaviour',,,,,'mass incarceration',13.0
942577,'Family assessment','is a','Type of assessment',,,,,'polluted air',15.0
942577,'Psychiatric interview','is a','Type of assessment',,,,,'polluted air',15.0
10914970,Pediatric patients with cancer,is-a,Patient group,,,,,park_access,11.0
10914970,Hospital for Children and Adolescents,University of Helsinki,"Finland, is-a, Hospital",,,,,'mass incarceration',18.0
10914970,Terminal care,is-a,Medical treatment,,,,,'mass incarceration',13.0
10914970,Active anticancer therapy,is-a,Medical treatment,,,,,'mass incarceration',13.0
10914970,Physical problems,is-a,Health problems,,,,,park_access,12.0
10914970,Mental problems,is-a,Health problems,,,,,park_access,12.0
10914970,Recovery time,is-a,Health recovery indicator,,,,,'exposure to violence',20.0
10914970,Return to work,is-a,Social recovery indicator,,,,,'social opportunity',14.0
10914970,Mothers,is-a,Parent group,,,,,park_access,9.0
10914970,Fathers,is-a,Parent group,,,,,park_access,9.0
10914970,Siblings,is-a,Family member group,,,,,'employment programs',14.0
10914970,Fear,is-a,Emotional problem,,,,,'employment programs',13.0
10914970,Behavioral problems,is-a,Mental health problem,,,,,'employment programs',15.0
10914970,Problems with friends,is-a,Social problem,0.6666666666666667,,'social integration',,'social opportunity',11.0
10914970,School-related problems,is-a,Educational problem,,,,,'employment programs',15.0
10914970,Child with cancer,is-a,Patient,,,,,park_access,8.0
10914970,Death of a child,is-a,Family trauma event,,,,,park_access,15.0
10914970,Mourning process,is-a,Grieving process,,,,,park_access,12.0
34258842,Critical illness,is-a,health problem,,,,,'polluted air',13.0
34258842,Physical health problems,is-a,health problem,,,,,'polluted air',13.0
34258842,Psychological health problems,is-a,health problem,,,,,'polluted air',13.0
34258842,Cognitive health problems,is-a,health problem,,,,,'polluted air',13.0
34258842,Patient,is-a,individual experiencing health problems,,,,,'criminal activities in neighborhood',28.0
34258842,Relative,is-a,individual indirectly affected by health problems,,,,,'criminal activities in neighborhood',36.0
34258842,Post-intensive care syndrome,is-a,health condition,,,,,community_composition,13.0
34258842,Family-centred care,is-a,healthcare approach,,,,,'polluted air',15.0
34258842,Intensive care unit,is-a,healthcare setting,,,,,'mass incarceration',14.0
34258842,Rehabilitation strategies,is-a,healthcare intervention,,,,,'social integration',14.0
37384978,Critical illness,is-a,life-threatening condition,,,,,community_composition,19.0
37384978,Family members,is-a,affected party during critical illness,,,,,'access to working utilities',24.0
37384978,Long-term consequences of critical illness,is-a,impact on mental health,,,,,'employment programs',17.0
37384978,Long-term consequences of critical illness,is-a,impact on health-related quality of life,,,,,'rate of hate crimes in society',29.0
37384978,Grounded theory,is-a,research methodology,,,,,'social integration',17.0
37384978,Decoding,is-a,strategy in managing critical illness,,,,,'access to working utilities',24.0
37384978,Sheltering,is-a,strategy in managing critical illness,,,,,'access to working utilities',24.0
37384978,Emotional processing,is-a,strategy in managing critical illness,,,,,'access to working utilities',24.0
37384978,Adjusting focus,is-a,outcome of managing critical illness,,,,,'access to working utilities',23.0
37384978,Emotional resigning,is-a,outcome of managing critical illness,,,,,'access to working utilities',23.0
37384978,Remaining in focus,is-a,outcome of managing critical illness,,,,,'access to working utilities',23.0
37384978,Support and information,is-a,need for family members during critical illness,,,,,'access to working utilities',34.0
37384978,Interaction,is-a,method of supporting family members during critical illness,,,,,'rate of hate crimes in society',43.0
37384978,Clear and honest communication,is-a,method of supporting family members during critical illness,,,,,'rate of hate crimes in society',43.0
16423780,Poverty,is-a,social determinant of health,,,,,'social integration',17.0
16423780,Education,is-a,social determinant of health,,,,,'social integration',17.0
16423780,Unemployment,is-a,social determinant of health,,,,,'social integration',17.0
16423780,Housing,is-a,social determinant of health,,,,,'social integration',17.0
16423780,Access to healthcare,is-a,social determinant of health,,,,,'social integration',17.0
16423780,Social support,is-a,social determinant of health,,,,,'social integration',17.0
16423780,Food security,is-a,social determinant of health,,,,,'social integration',17.0
16423780,Transportation,is-a,social determinant of health,,,,,'social integration',17.0
16423780,Neighborhood environment,is-a,social determinant of health,,,,,'social integration',17.0
16423780,Income inequality,is-a,social determinant of health,,,,,'social integration',17.0
29235128,Attachment,is-a,child rearing concept,,,,,park_access,16.0
29235128,Attachment,is-a,factor in brain development,,,,,'access to working utilities',20.0
29235128,Attachment,is-a,determinant of emotional strength in children,,,,,cause_of_educational_hardship_in_children,27.0
29235128,Attachment,is-a,determinant of self-regulation in children,,,,,'community near landfills',31.0
29235128,Brain-based parenting education programmes,is-a,promoter of attachment,,,,,'foster collaboration',15.0
29235128,Expert-guided empathetic and responsive parental behaviour,is-a,method of building attachment,,,,,'access to working utilities',22.0
29235128,Intensive parenting,is-a,requirement for attachment-building,,,,,'employment programs',26.0
29235128,Mothers,is-a,primary responsible party for attachment-building,,,,,'access to public transportation',37.0
29235128,Parent-child relationship,is-a,instrument for creating self-regulating citizens,,,,,'access to working utilities',33.0
7751146,Newpin,is-a,Parent Infant Network,,,,,'mass incarceration',15.0
7751146,Newpin,is-a,Support Provider,,,,,'polluted air',14.0
7751146,Newpin centres,is-a,Service Provider,,,,,'polluted air',15.0
7751146,Ann Oakley et al,is-a,Research Group,,,,,park_access,12.0
7751146,Voluntary sector initiatives,is-a,Subject for Scrutiny,,,,,'foster collaboration',16.0
7751146,Statutory sector,is-a,Subject for Scrutiny,,,,,'foster collaboration',16.0
7751146,Cost-effectiveness,is-a,Criterion for Scrutiny,,,,,'foster collaboration',16.0
9188322,Home care providers,is-a,type of health care providers,,,,,'rate of hate crimes in society',20.0
9188322,Clients,is-a,recipients of home care,,,,,'community violence',17.0
9188322,Family units,is-a,social structure,0.6666666666666667,,'social integration',,social_risk_factors,9.0
9188322,Relatives,is-a,part of family units,,,,,park_access,15.0
9188322,Influence,is-a,factor in client behavior,,,,,'foster collaboration',18.0
9188322,Participation,resistance,"denial, judgment, withdrawal, or absence, is-a, form of influence",,,,,'racism and violence in society',50.0
3695666,Family membership,is-a,unit of analysis,,,,,park_access,13.0
3695666,Parental influence,is-a,significant factor in children's health service utilization,,,,,'access to working utilities',42.0
3695666,Mothers,are-a,more influential factor than fathers in children's health service utilization,,,,,'criminal activities in neighborhood',57.0
3695666,Family size,is-a,factor in family health behavior,,,,,'community near landfills',24.0
3695666,Family health data,is-a,important information source for health care planning,,,,,'mass incarceration',40.0
24837245,Family,is-a,primary socialization agent,,,,,'mass incarceration',18.0
24837245,Communication researchers,is-a,group studying health improvement,,,,,'poverty in neighborhood',25.0
24837245,Family-level communication health interventions,is-a,communication-based solution,,,,,community_composition,15.0
24837245,Obesity-related health behaviors,is-a,health issue correlated with individual health practices,,,,,'water with high pollutants',41.0
6194623,Nuclear household,is-a,family form,,,,,park_access,10.0
6194623,Extended household,is-a,family form,,,,,park_access,10.0
6194623,Older persons,is-a,demographic group,,,,,'polluted air',15.0
6194623,Head of household,is-a,social role,0.6666666666666667,,'social integration',,park_access,11.0
6194623,Marital status,is-a,personal status,,,,,park_access,11.0
6194623,Widowhood,is-a,marital status,,,,,park_access,10.0
6194623,Independent living,is-a,lifestyle,,,,,park_access,10.0
2768598,Barbadians aged 13-15 years,is-a,Adolescents,,,,,park_access,8.0
2768598,Family Functioning in Adolescence Questionnaire,is-a,Assessment Tool,,,,,'polluted air',13.0
2768598,Roelofse and Middleton,is-a,Researchers,,,,,park_access,8.0
2768598,Varimax analysis,is-a,Statistical Method,,,,,'mass incarceration',14.0
2768598,Personal security,is-a,Aspect of Family Life,,,,,'polluted air',17.0
11549330,Family Environment Scale,is-a,evaluation tool,,,,,'polluted air',12.0
11549330,Experience Sampling Method,is-a,evaluation tool,,,,,'polluted air',12.0
11549330,Family discord,is-a,family environment factor,,,,,'limited internet access',18.0
11549330,Adolescence,is-a,developmental stage,,,,,'employment programs',13.0
11549330,Single-mother families,is-a,family type,,,,,park_access,10.0
11549330,Mothers' reports,is-a,data source,,,,,park_access,10.0
11549330,Immediate interactions,is-a,interaction type,,,,,'polluted air',14.0
11549330,Adolescent boys,is-a,demographic group,,,,,'polluted air',15.0
11549330,Adolescent girls,is-a,demographic group,,,,,'polluted air',15.0
11549330,Anger towards mothers,is-a,emotional response,,,,,park_access,14.0
31342862,Bone marrow transplantation,is-a,Life-saving medical procedure,,,,,'limited internet access',22.0
31342862,Donor child,is-a,Family member,,,,,park_access,11.0
31342862,Recipient child,is-a,Family member,,,,,park_access,11.0
31342862,Parents,is-a,Family member,,,,,park_access,11.0
31342862,Ethical reflexivity,is-a,Research methodology,,,,,'social integration',17.0
31342862,Morally engaged interviewer,is-a,Research role,,,,,park_access,12.0
24680051,TLC-II(C),is-a,multimedia kit,,,,,'polluted air',11.0
24680051,Healthy Habits for Life (HHL),is-a,control kit,,,,,'polluted air',11.0
24680051,Caregivers,is-a,"at-home partner, at-home relative or family member of a current or discharged military member",,,,,'rate of hate crimes in society',72.0
24680051,Depressive symptoms,is-a,caregiver outcome,,,,,park_access,14.0
24680051,Social isolation,is-a,caregiver outcome,,,,,park_access,14.0
24680051,Child aggression,is-a,child outcome,,,,,park_access,12.0
24680051,Disruptive home environments,is-a,family outcome,,,,,park_access,12.0
24680051,Children's social competence,is-a,child outcome,,,,,park_access,12.0
30208934,Pre- and perinatal nutritional status,is-a,determinant of adult metabolism and energy balance,,,,,'criminal activities in neighborhood',35.0
30208934,Young children in poor households,is-a,group more vulnerable to food insecurity,,,,,'rate of hate crimes in society',28.0
30208934,Chronic stress,is-a,factor increasing susceptibility to chronic diseases in adulthood,,,,,'access to public transportation',47.0
30208934,Food insecurity in Latin America,is-a,under-researched area in qualitative studies,,,,,'access to working utilities',33.0
30208934,Socioeconomic indicators,is-a,measure of economic recovery after a crisis,,,,,'rate of hate crimes in society',31.0
30208934,Environmental and household level stressors,is-a,factor affecting food security,,,,,'carrier counseling opportunity',22.0
30208934,Mothers with young children living with food insecurity,is-a,primary source of information on food insecurity,,,,,'rate of hate crimes in society',33.0
30208934,Eco-bio-developmental (EBD) framework,is-a,tool for understanding the significance of findings,,,,,'poverty in neighborhood',39.0
30208934,Vulnerability-assets approach,is-a,tool for understanding the significance of findings,,,,,'poverty in neighborhood',39.0
30208934,Social relationships,is-a,mitigating factor against stressors and ill health,,,,,'rate of hate crimes in society',37.0
30208934,Support mechanisms for vulnerable family members,is-a,important element in addressing food insecurity,,,,,'rate of hate crimes in society',33.0
37676170,Bereavement,is-a,psychological stressor,,,,,park_access,17.0
37676170,Parental depressive symptoms,is-a,mental health issue,,,,,park_access,15.0
37676170,Poor self-worth in bereaved siblings,is-a,psychological effect,,,,,social_risk_factors,16.0
37676170,Parent-child communication,is-a,family dynamic factor,,,,,social_risk_factors,15.0
37676170,Family-centered interventions,is-a,therapeutic approach,,,,,'polluted air',15.0
37676170,Bereaved mothers' emotional adjustment,is-a,therapeutic target,,,,,'polluted air',14.0
37676170,Bereaved mothers' communication,is-a,therapeutic target,,,,,'polluted air',14.0
37676170,Bereaved siblings,is-a,vulnerable population,,,,,'foster collaboration',15.0
37676170,Family factors,is-a,determinant of self-worth in bereaved siblings,,,,,'community near landfills',35.0
37676170,Child's death from cancer,is-a,traumatic event,,,,,park_access,12.0
16806651,Hormonal emergency contraception,is-a,contraceptive method,,,,,community_composition,17.0
16806651,Oral contraceptives,is-a,contraceptive method,,,,,community_composition,17.0
16806651,Kuwaiti women,is-a,population group,,,,,'polluted air',12.0
16806651,Health care providers,is-a,professional group,,,,,'polluted air',15.0
16806651,Policymakers,is-a,professional group,,,,,'polluted air',15.0
16806651,Cross-sectional survey,is-a,research method,,,,,park_access,13.0
16806651,Self-administered questionnaire,is-a,data collection tool,,,,,'polluted air',15.0
31030311,ASD specialty clinic,is-a,Healthcare institution,,,,,'social integration',15.0
31030311,Initial appointment,is-a,Healthcare service,,,,,'polluted air',15.0
31030311,Diagnostic impression,is-a,Medical assessment,,,,,park_access,14.0
31030311,Follow-up appointment,is-a,Healthcare service,,,,,'polluted air',15.0
31030311,Intervention,is-a,Healthcare service,,,,,'polluted air',15.0
31030311,Survey,is-a,Data collection method,,,,,'polluted air',17.0
31030311,Parents,is-a,Family member,,,,,park_access,11.0
31030311,Clinician,is-a,Healthcare professional,,,,,'mass incarceration',17.0
31030311,Autism spectrum disorder,is-a,Health condition,,,,,community_composition,13.0
31030311,Family commitment,is-a,Social factor,0.6666666666666667,,'social integration',,social_risk_factors,7.0
31030311,Distance to clinic,is-a,Geographic factor,,,,,social_risk_factors,11.0
31030311,Child's age,is-a,Demographic factor,,,,,social_risk_factors,12.0
35040124,U.S. Administration for Children and Families,is-a,Government Agency,,,,,'polluted air',14.0
35040124,Healthy Marriage and Relationship Education,is-a,Policy Initiative,,,,,'social integration',12.0
35040124,Healthy Marriage and Relationship Education,is-a,Grant Program,,,,,'employment programs',11.0
35040124,Community Organizations,is-a,Grant Recipients,,,,,park_access,12.0
35040124,Relationship Education Services,is-a,Support for Lower Income Couples and Individuals,,,,,'rate of hate crimes in society',35.0
35040124,Adult Couple Relationship Education Programs,is-a,Initiative Supported by ACF Policy,,,,,'limited internet access',25.0
35040124,Control-Group Studies,is-a,Research Method,,,,,park_access,13.0
35040124,1-group/pre-post studies,is-a,Research Method,,,,,park_access,13.0
12351803,Custodial grandmothers,is-a,caregiver,,,,,park_access,8.0
12351803,Coparenting grandmothers,is-a,caregiver,,,,,park_access,8.0
12351803,African American grandmothers,is-a,ethnic group,,,,,park_access,12.0
12351803,Latino grandmothers,is-a,ethnic group,,,,,park_access,12.0
12351803,White grandmothers,is-a,ethnic group,,,,,park_access,12.0
12351803,Well-being,is-a,health outcome,,,,,park_access,12.0
12351803,Custodial households,is-a,family structure,,,,,'polluted air',13.0
12351803,Coparenting households,is-a,family structure,,,,,'polluted air',13.0
28225381,Amyotrophic lateral sclerosis,is-a,disease,,,,,park_access,9.0
28225381,Lou Gehrig's Disease Network,is-a,online patient community,,,,,'social opportunity',18.0
28225381,Information-seeking behavior,is-a,behavior,,,,,park_access,10.0
28225381,Information needs,is-a,need,,,,,park_access,10.0
28225381,Patients with amyotrophic lateral sclerosis,is-a,patient,,,,,park_access,8.0
28225381,Family members of patients with amyotrophic lateral sclerosis,is-a,family member,,,,,park_access,11.0
28225381,Son/Daughter of patients with amyotrophic lateral sclerosis,is-a,family member,,,,,park_access,11.0
28225381,Educational programs and resources for patients with amyotrophic lateral sclerosis,is-a,resource,,,,,park_access,9.0
17371114,Asthma,is-a,Chronic Disease,,,,,park_access,11.0
17371114,Parent mood,is-a,Psychological Factor,,,,,social_risk_factors,11.0
17371114,Parenting hassles,is-a,Family Stressor,,,,,park_access,11.0
17371114,Family routines,is-a,Daily Life Factor,,,,,social_risk_factors,11.0
34167607,Food insecurity,is-a,social determinant of health,,,,,'social integration',17.0
34167607,Unhealthy eating behaviours,is-a,result of food insecurity,,,,,'social opportunity',19.0
34167607,Limited resources for food acquisition,is-a,characteristic of food insecurity,,,,,'racism and violence in society',25.0
34167607,Shame,guilt and distress,"is-a, emotional impact of food insecurity",,,,,'rate of hate crimes in society',30.0
34167607,Treating children to special foods,is-a,coping strategy for food insecurity,,,,,'rate of hate crimes in society',25.0
34167607,Parents,is-a,affected group by food insecurity,,,,,'foster collaboration',25.0
34167607,Photovoice method,is-a,research method for exploring food insecurity,,,,,'carrier counseling opportunity',31.0
34167607,Thematic content analysis,is-a,analysis method for qualitative data,,,,,'access to working utilities',26.0
34167607,San Francisco Bay Area,California,"USA, is-a, study setting",,,,,'social integration',18.0
34167607,Low-income families,is-a,vulnerable population for food insecurity,,,,,'rate of hate crimes in society',27.0
3691199,Full-time employment,is-a,Employment status,0.6666666666666667,,'employment programs',,'employment programs',9.0
3691199,Infant-mother attachment,is-a,Family relationship,,,,,'mass incarceration',14.0
3691199,Infant-father attachment,is-a,Family relationship,,,,,'mass incarceration',14.0
3691199,Nonemployed-mother families,is-a,Family type,,,,,park_access,10.0
3691199,Employed-mother families,is-a,Family type,,,,,park_access,10.0
3691199,Secure infant-mother attachment,is-a,Attachment type,,,,,'polluted air',13.0
3691199,Insecure attachment to fathers,is-a,Attachment type,,,,,'polluted air',13.0
3691199,Maternal work status,is-a,Employment status,0.6666666666666667,,'employment programs',,'employment programs',9.0
3691199,Ainsworth's Strange Situation,is-a,Psychological test,,,,,park_access,14.0
3691199,Maternal and paternal sex-typing behavior,is-a,Gender role behavior,,,,,'foster collaboration',13.0
3691199,Boys' vulnerability to psychosocial stress,is-a,Gender-based vulnerability,,,,,'polluted air',21.0
17535163,Egyptians,is-a,cultural group,,,,,'polluted air',12.0
17535163,Zar cult,is-a,cultural practice,,,,,'polluted air',13.0
17535163,Mental illness,is-a,health condition,,,,,community_composition,13.0
17535163,Belief in the evil eye,is-a,cultural belief,,,,,'polluted air',12.0
17535163,Magic,is-a,cultural belief,,,,,'polluted air',12.0
17535163,Evil possession,is-a,cultural belief,,,,,'polluted air',12.0
17535163,Mental health care systems,is-a,health service,,,,,'polluted air',12.0
17535163,Education,is-a,social determinant of health,,,,,'social integration',17.0
17535163,Religion,is-a,social determinant of health,,,,,'social integration',17.0
17535163,Nurses,is-a,health service providers,,,,,'employment programs',18.0
20524375,Neighbourhood characteristics,is-a,Social determinant of health,,,,,'social integration',17.0
20524375,Economic disadvantage,is-a,Neighbourhood characteristic,,,,,'foster collaboration',22.0
20524375,Physical infrastructure,is-a,Neighbourhood characteristic,,,,,'foster collaboration',22.0
20524375,Programs and services,is-a,Neighbourhood characteristic,,,,,'foster collaboration',22.0
20524375,Social disconnection,is-a,Neighbourhood characteristic,,,,,'foster collaboration',22.0
20524375,Smoking prevalence,is-a,Neighbourhood characteristic,,,,,'foster collaboration',22.0
20524375,Overcrowding,is-a,Neighbourhood characteristic,,,,,'foster collaboration',22.0
20524375,Hospitalization rates,is-a,Health outcome,,,,,park_access,12.0
20524375,Birth to age six,is-a,Age range,,,,,park_access,9.0
20524375,Individual-level factors,is-a,Social determinant of health,,,,,'social integration',17.0
20524375,Healthy community approach,is-a,Public health strategy,,,,,'polluted air',18.0
20524375,Community development,is-a,Healthy community approach,,,,,'community violence',16.0
20524375,Healthy public policy,is-a,Healthy community approach,,,,,'community violence',16.0
29869828,Methamphetamine,is-a,Illicit drug,,,,,'polluted air',11.0
29869828,Ice,is-a,Crystalline form of methamphetamine,,,,,'access to public transportation',27.0
29869828,Addiction care,is-a,Treatment option,,,,,'social integration',13.0
29869828,Outpatient counselling,is-a,Treatment option,,,,,'social integration',13.0
29869828,Residential treatment,is-a,Treatment option,,,,,'social integration',13.0
29869828,Pharmacotherapies,is-a,Treatment option,,,,,'social integration',13.0
29869828,Nursing research,is-a,Research method,,,,,park_access,13.0
29869828,Addiction,is-a,Health issue,,,,,park_access,11.0
29869828,Methamphetamine use,is-a,Addiction,,,,,park_access,9.0
29869828,Family impact,is-a,Social determinant of health,,,,,'social integration',17.0
25382415,New Beginnings Program,is-a,preventive intervention,,,,,'social integration',14.0
25382415,Mother Program,is-a,single-component parenting-after-divorce program,,,,,'employment programs',36.0
25382415,Mother-Plus-Child Program,is-a,two-component parenting-after-divorce and child-coping program,,,,,'criminal activities in neighborhood',48.0
25382415,Cost-benefit analysis,is-a,method of evaluating interventions,,,,,'social integration',22.0
25382415,Mental healthcare service use,is-a,type of healthcare service,,,,,'polluted air',21.0
25382415,Criminal justice system costs,is-a,societal cost,,,,,park_access,10.0
25382415,Divorced families,is-a,type of family structure,,,,,'polluted air',19.0
25382415,Young adults,is-a,age demographic,,,,,'polluted air',14.0
25382415,Literature control,is-a,method of comparison in research,,,,,'rate of hate crimes in society',23.0
20822236,Parental work schedules,is-a,social determinant of adolescent risky behaviors,,,,,social_risk_factors,33.0
20822236,Quality home environments,is-a,social determinant of adolescent risky behaviors,,,,,social_risk_factors,33.0
20822236,Parental knowledge of children's whereabouts,is-a,social determinant of adolescent risky behaviors,,,,,social_risk_factors,33.0
20822236,Maternal closeness,is-a,social determinant of adolescent risky behaviors,,,,,social_risk_factors,33.0
20822236,Low income,is-a,social determinant of adolescent risky behaviors,,,,,social_risk_factors,33.0
20822236,Maternal professional jobs,is-a,social determinant of adolescent risky behaviors,,,,,social_risk_factors,33.0
20822236,Mothers working at nights,is-a,social determinant of adolescent risky behaviors,,,,,social_risk_factors,33.0
20822236,Mothers working evening schedules,is-a,social determinant of adolescent risky behaviors,,,,,social_risk_factors,33.0
20822236,Mothers working nonstandard schedules,is-a,social determinant of adolescent risky behaviors,,,,,social_risk_factors,33.0
20822236,Paternal nonstandard work schedules,is-a,social determinant of adolescent risky behaviors,,,,,social_risk_factors,33.0
25000134,CBITS,is-a,Cognitive Behavioral Intervention,,,,,'social integration',22.0
25000134,CBITS + Family,is-a,Cognitive Behavioral Intervention,,,,,'social integration',22.0
25000134,Trauma,is-a,Mental Health Condition,,,,,community_composition,17.0
25000134,Posttraumatic stress disorder,is-a,Trauma-related Disorder,,,,,'polluted air',16.0
25000134,Parent/student dyads,is-a,Family Unit,,,,,park_access,10.0
25000134,School involvement,is-a,Educational Engagement,,,,,'social integration',16.0
25000134,Primary control coping,is-a,Coping Strategy,,,,,park_access,13.0
25000134,Involuntary engagement,is-a,Behavioral Response,,,,,park_access,14.0
25000134,Inconsistent discipline,is-a,Parenting Style,,,,,park_access,11.0
25000134,Disengagement coping,is-a,Coping Strategy,,,,,park_access,13.0
25000134,Symptom severity,is-a,Health Indicator,,,,,'polluted air',13.0
25000134,Mental health attitudes,is-a,Psychological Construct,,,,,'social opportunity',17.0
25000134,Immigrants,is-a,Population Group,,,,,'polluted air',12.0
25000134,Low-income families,is-a,Socioeconomic Group,,,,,'social integration',14.0
25000134,Latino,is-a,Ethnic Group,,,,,park_access,12.0
25000134,High school non-completion,is-a,Educational Outcome,,,,,'social integration',15.0
16801324,Overweight,is-a,Health Condition,,,,,community_composition,13.0
16801324,Parental Control,is-a,Parenting Behavior,,,,,'polluted air',14.0
16801324,Parental Support,is-a,Parenting Behavior,,,,,'polluted air',14.0
16801324,Mealtime Family Functioning,is-a,Family Behavior,,,,,'polluted air',12.0
16801324,Family-based Treatment Programs,is-a,Health Intervention,,,,,'mass incarceration',11.0
17907651,Sensitive and Creative Method,is-a,Research Method,,,,,park_access,13.0
17907651,Sensitive and Creative Method,is-a,Method used in Nursing Research,,,,,'limited internet access',23.0
17907651,Sensitive and Creative Method,is-a,Method used in Qualitative Studies,,,,,'exposure to violence',25.0
17907651,Adolescents,is-a,Participant in Health Care,,,,,'social integration',19.0
17907651,Families,is-a,Participant in Health Care,,,,,'social integration',19.0
9878999,Therapeutic consultation,is-a,Mental health service,,,,,'polluted air',17.0
9878999,Inpatient psychiatric settings,is-a,Mental health service,,,,,'polluted air',17.0
9878999,Positive and Negative Timelines,is-a,Therapeutic technique,,,,,'polluted air',17.0
9878999,Stressful and negative life events,is-a,Mental health risk factors,,,,,social_risk_factors,13.0
9878999,Strengths and successes,is-a,Mental health protective factors,,,,,social_risk_factors,21.0
34606740,NOC,is-a,caregiver,,,,,park_access,8.0
34606740,Child victim-survivor of sexual abuse,is-a,child,,,,,park_access,10.0
34606740,Parenting Stress Index-fourth edition,Short Form (PSI-4-SF),"is-a, stress measure tool",,,,,social_risk_factors,19.0
34606740,Stress Index for Parents of Adolescents (SIPA),is-a,stress measure tool,,,,,'mass incarceration',15.0
34606740,CSA treatment program,is-a,treatment program,,,,,'employment programs',9.0
34606740,Parent-Child Dysfunctional Interaction,is-a,stress reaction,,,,,park_access,12.0
34606740,Child's social withdrawal,is-a,stress reaction,,,,,park_access,12.0
1446550,Sibling conflict,is-a,type of family interaction,,,,,'social integration',14.0
1446550,Sibling cooperation,is-a,type of family interaction,,,,,'social integration',14.0
1446550,Mother-child interaction,is-a,type of family interaction,,,,,'social integration',14.0
1446550,Father-child interaction,is-a,type of family interaction,,,,,'social integration',14.0
1446550,Intrusive mothering,is-a,type of parenting behavior,,,,,'polluted air',20.0
1446550,Overcontrolling mothering,is-a,type of parenting behavior,,,,,'polluted air',20.0
1446550,Facilitative fathering,is-a,type of parenting behavior,,,,,'polluted air',20.0
1446550,Affectionate fathering,is-a,type of parenting behavior,,,,,'polluted air',20.0
