PMID,Child Concept,Relationship,Parent Concept
35588123,Work-related injuries,are a,occupational health issue
35588123,Exploratory factor analyses (EFA),is a,statistical method
35588123,Cronbach's alpha,is a,measure of reliability
35588123,Construct validity,is a,measure of test quality
35588123,Factorial structure,is a,statistical concept
35588123,Sensory and affective subscales,are a part of,SF-MPG
35588123,Chilean adults,are a,demographic group
33678111,Physiotherapy,is-a,Health Profession
33678111,Polio epidemics,is-a,Health Crisis
33678111,Swedish remedial gymnastics,is-a,Physiotherapy Technique
33678111,North American and European educators,is-a,Influencers of Physiotherapy Development
33678111,Social unrest and trauma,is-a,Social Determinant of Health
33678111,Military rule,is-a,Political Factor affecting Health
33678111,Economic instability,is-a,Economic Determinant of Health
35506496,Chronic pain,is-a,health condition
35506496,High-impact chronic pain (HICP),is-a,health condition
35506496,Financial stressors,is-a,social determinant of health
35506496,Employment with wages,is-a,social determinant of health
35506496,Income,is-a,social determinant of health
35506496,Sociodemographic characteristics,is-a,social determinant of health
35506496,Number of chronic health conditions,is-a,health factor
35506496,Body mass index,is-a,health factor
35506496,National Health Interview Survey,is-a,data source
33632053,Index Measure,is-a,Social Determinant of Health Measure
33632053,Economic Stability,is-a,Domain of Index Measure
33632053,Neighborhood and Physical Environment,is-a,Domain of Index Measure
33632053,Education,is-a,Domain of Index Measure
33632053,Community and Social Context,is-a,Domain of Index Measure
33632053,Food Access,is-a,Domain of Index Measure
33632053,Health Care,is-a,Domain of Index Measure
33632053,US Census,is-a,Public Data Source
33632053,American Community Survey,is-a,Public Data Source
33632053,USDA Food Research Access Atlas,is-a,Public Data Source
33632053,Dartmouth Atlas,is-a,Public Data Source
33632053,Robert Wood Johnson Foundation County Health Rankings,is-a,Health Measure
33632053,Area Deprivation Index,is-a,Health Measure
33632053,Social Deprivation Index,is-a,Health Measure
33632053,GINI Index,is-a,Health Measure
36231521,B40 single mothers,is-a,vulnerable population
36231521,Pandemic,is-a,health crisis
36231521,Social factors,is-a,determinant of health
36231521,Economic factors,is-a,determinant of health
36231521,Psychological factors,is-a,determinant of health
36231521,Access to health facilities,is-a,quality of life aspect
36231521,Security in residence,is-a,quality of life aspect
36231521,Children's education,is-a,quality of life aspect
36231521,Economic stability,is-a,quality of life aspect
36231521,Stress,is-a,psychological health issue
36231521,Anxiety,is-a,psychological health issue
36231521,Depression,is-a,psychological health issue
36231521,Emotional support,is-a,social support
36231521,Financial support,is-a,economic support
31872152,HIV,is-a,chronic illness
31872152,Antiretroviral therapy (ART),is-a,HIV treatment regimen
31872152,Suubi+Adherence,is-a,intervention program
31872152,Economic insecurity,is-a,barrier to ART adherence
31872152,Transportation to clinic appointments,is-a,financial burden
31872152,Medication consumption,is-a,financial burden
31872152,School expenses,is-a,financial burden
31872152,Family economic strengthening,is-a,family economic security intervention
31872152,Matched savings accounts,is-a,family economic strengthening strategy
31872152,Financial management training,is-a,family economic strengthening strategy
31872152,Small business development,is-a,family economic strengthening strategy
31872152,Bolstered usual care (SOC),is-a,enhanced adherence sessions
31872152,HIV knowledge and attitudes,is-a,primary outcome of Suubi+Adherence
31872152,Family functioning,is-a,secondary outcome of Suubi+Adherence
31872152,Sexual risk-taking behavior,is-a,secondary outcome of Suubi+Adherence
27671479,SMS,is-a,technology
27671479,ART adherence,is-a,health behavior
27671479,Social supporters,is-a,social network
27671479,Real-time adherence monitor,is-a,technology
27671479,Regular income,is-a,economic stability
27671479,Instrumental support,is-a,social support
27671479,Food security,is-a,social determinant of health
27671479,Adherence lapses,is-a,health outcome
27671479,Economic stability,is-a,social determinant of health
27671479,Emotionally positive relationships,is-a,social determinant of health
27671479,Trust,is-a,social determinant of health
27671479,Supportive disclosure,is-a,social determinant of health
11007629,Total Intravenous Anesthesia,is-a,Anesthetic technique
11007629,Midazolam,is-a,Component of Total Intravenous Anesthesia
11007629,Remifentanil,is-a,Component of Total Intravenous Anesthesia
11007629,Propofol,is-a,Component of Total Intravenous Anesthesia
11007629,Cisatracurium,is-a,Component of Total Intravenous Anesthesia
11007629,Laparoscopic Adjustable Gastric Banding,is-a,Surgical procedure for morbidly obese patients
11007629,Morbidly obese patients,is-a,Category of patients
31514069,Acute pulmonary injury,is-a,type of respiratory distress syndrome
31514069,Acute pulmonary injury,has-high-incidence-in,elderly individuals
31514069,Acute pulmonary injury,can-develop-from,sepsis
31514069,Acute pulmonary injury,can-develop-from,septic shock
31514069,Acute pulmonary injury,can-develop-from,pancreatitis
31514069,Oxidative stress,acts-directly-on,inflammation
31514069,DNA damage,is-caused-by,oxidative stress
31514069,DNA repair mechanisms,act-on,DNA damage
31514069,Mechanical ventilation,is-a,palliative treatment for acute pulmonary injury
31514069,Antibiotics,are-a,palliative treatment for acute pulmonary injury
31514069,Therapies,based-on,modulation of DNA repair and genomic stability
23714692,Critical illness,is-a,Health Condition
23714692,Socio-economic impact,is-a,Societal Factor
23714692,Family circumstances,is-a,Societal Factor
23714692,Social stability,is-a,Societal Factor
23714692,Economic stability,is-a,Societal Factor
23714692,Care requirements,is-a,Health-related Need
23714692,Access to health services,is-a,Health-related Need
23714692,ICU discharge,is-a,Medical Procedure
23714692,Survivor of critical illness,is-a,Patient Status
23714692,Employment status,is-a,Economic Factor
23714692,Family income,is-a,Economic Factor
23714692,Care assistance,is-a,Health-related Need
23714692,Mobility problems,is-a,Health Condition
23714692,Pain,is-a,Health Condition
23714692,Anxiety or depression,is-a,Mental Health Condition
36070665,LGBTQ+ youth,is-a,group at risk for disparities in outcomes
36070665,Foster care alumni,is-a,group at risk for disparities in outcomes
36070665,Transition age youth,is-a,group impacted by COVID-19
36070665,BIPOC youth,is-a,group most frequently impacted by negative outcomes
36070665,Female respondents,is-a,group most frequently impacted by negative outcomes
36070665,COVID-19,is-a,factor exacerbating negative health outcomes
36070665,Housing stability,is-a,domain affected by COVID-19
36070665,Employment,is-a,domain affected by COVID-19
36070665,Mental health,is-a,domain affected by COVID-19
36070665,Education,is-a,domain potentially affected by COVID-19
36070665,Sex assigned at birth,is-a,factor influencing outcomes
36070665,Ethnicity,is-a,factor influencing outcomes
36070665,Sexual orientation,gender identity and expression (SOGIE),"is-a, factor influencing outcomes"
25019044,Poverty,is-a,determinant of ill health
25019044,Lack of stable food source,is-a,determinant of ill health
25019044,HIV/AIDS,is-a,result of ill health
25019044,Poor health,is-a,disruptor of economic stability
25019044,HIV infection,is-a,disruptor of economic stability
25019044,Death from HIV,is-a,disruptor of economic stability
25019044,Economic status,is-a,factor of HIV vulnerability
25019044,Food security,is-a,factor of HIV vulnerability
25019044,Support to Able-Bodied Vulnerable Groups to Achieve Food Security (SAFE),is-a,multilevel economic and food security program
25019044,HIV risk behaviors,is-a,indicator of HIV vulnerability
25019044,Income,is-a,measure of economic status
25019044,Household assets,is-a,measure of economic status
25019044,Anthropometric measures,is-a,measure of food security
34087631,Intimate partner violence,is-a,factor affecting women's mental health
34087631,Intimate partner violence,is-a,factor affecting women's economic security
34087631,Intimate partner violence,is-a,factor affecting women's housing stability
34087631,Housing instability,is-a,factor affecting women's mental health
34087631,Social support,is-a,protective factor against mental health issues
34087631,Depression,is-a,mental health issue
34087631,Posttraumatic stress,is-a,mental health issue
34087631,Housing instability,is-a,factor affecting depression in women
34087631,Social support,is-a,factor reducing depression and posttraumatic stress
34533567,Latinx individuals with ESKD,is a,US patient receiving in-center scheduled hemodialysis
34533567,Latinx individuals,is a,patient with poor economic circumstance
34533567,Latinx individuals,is a,patient with poor environmental circumstance
34533567,Latinx individuals,is a,patient with poor living circumstance
34533567,Interdisciplinary health care professionals,is a,worker in urban dialysis centers
34533567,Barriers to care,is a,theme in health care delivery
34533567,Communication and cultural barriers,is a,barrier to care
34533567,Difficulty with health care access,is a,barrier to care
34533567,Concerns about patient psychosocial well-being,is a,barrier to care
34533567,Culturally responsive care,is a,solution to improve care
34533567,Patient empowerment and activation,is a,solution to improve care
34533567,Supporting primary caregivers,is a,solution to improve care
34533567,Peer support with navigation of the health care system,is a,solution to improve care
34533567,Dialysis center policies,is a,requirement for high-quality language interpretation
36809322,Low-wage earning,is-a,public health concern
36809322,Long-term health consequences,is-a,result of sustained low-wage earning
36809322,Low-wage earning,is-a,factor in mortality
36809322,Health and Retirement Study,is-a,longitudinal study
36809322,Low-wage earning history,is-a,exposure in the study
36809322,All-cause mortality,is-a,main outcome measure in the study
36809322,Sustained low-wage earning,is-a,risk factor for elevated mortality
36809322,Minimum wage laws,is-a,social and economic policy to improve financial standing of low-wage workers
36593969,Alzheimer's disease,is-a,neurodegenerative disease
36593969,AD,is-a,health threat for the elderly
36593969,Genomic instability,is-a,primary aging hallmark
36593969,Telomere wear,is-a,primary aging hallmark
36593969,Epigenetic changes,is-a,primary aging hallmark
36593969,Loss of protein stability,is-a,primary aging hallmark
25072563,Medical education,is-a,aspect of health systems strengthening
25072563,Corruption,is-a,political instability
25072563,War,is-a,political instability
25072563,Mounting national debts,is-a,economic difficulty
25072563,Political instability,is-a,factor in medical education development
25072563,Economic growth,is-a,factor in health systems strengthening
25072563,Brain drain,is-a,challenge in medical education sustainability
25072563,Inadequate funding,is-a,challenge in medical education sustainability
25072563,Colonialism,is-a,historical factor in medical education development
25072563,Struggle for independence,is-a,historical factor in medical education development
19760049,Positive Spaces,Healthy Places,"is-a, longitudinal community-based research initiative"
19760049,Housing stability,is-a,determinant of health related quality of life for people living with HIV/AIDS
19760049,HIV positive parents,is-a,subpopulation facing unique issues and concerns
19760049,HIV related stigma,is-a,social challenge faced by HIV positive parents
19760049,Discrimination,is-a,social challenge faced by HIV positive parents
19760049,Racism,is-a,social challenge faced by HIV positive parents
19760049,Poverty,is-a,economic challenge faced by HIV positive parents
19760049,Unsafe neighborhoods,is-a,housing condition faced by HIV positive parents
19760049,Poor housing conditions,is-a,housing condition faced by HIV positive parents
19760049,Barriers to supports,is-a,social challenge faced by HIV positive parents
19760049,Mental health,is-a,health outcome affected by housing instability in HIV positive parents
19760049,Health and social service practices and policies,is-a,potential response to challenges faced by HIV positive parents
37639318,Health insurance coverage,is-a,Social determinant of health
37639318,Medicare or Medicaid insurance,is-a,Social determinant of health
37639318,Cancer treatment at a nonacademic facility,is-a,Social determinant of health
37639318,Low household income,is-a,Social determinant of health
37639318,Low education level,is-a,Social determinant of health
37639318,Being unmarried,is-a,Social determinant of health
37639318,Distance traveled to the treatment center,is-a,Social determinant of health
37639318,Facility volume,is-a,Social determinant of health
37639318,Provider expertise,is-a,Social determinant of health
37639318,Poverty,is-a,Social determinant of health
37639318,Employment rates,is-a,Social determinant of health
37639318,Transportation,is-a,Social determinant of health
37639318,Debt,is-a,Social determinant of health
37639318,Higher education,is-a,Social determinant of health
37639318,Diet,is-a,Social determinant of health
37462571,Spinal cord injury,is-a,Condition
37462571,Kessler Foundation National Employment and Disability Survey (KFNEDS),is-a,Survey
37462571,Veterans living with spinal cord injury,is-a,Persons with disabilities
37462571,Veteran Engagement Group,is-a,Consultation group
37462571,Community Action Board,is-a,Collaborative partnership
37462571,KFNEDS-VS,is-a,Provisional version of KFNEDS
33841684,Psychosocial phenotyping,is-a,tool for tailoring interventions
33841684,Chronic disease management,is-a,application of psychosocial phenotyping
33841684,Precision self-management interventions,is-a,application of psychosocial phenotyping
33841684,Literature review,is-a,method for identifying potential phenotypes
33841684,Policy intervention case reports,is-a,method for examining factors related to social determinants of health
33841684,Patient profiles or phenotypes,is-a,outcome of methodological approaches
33841684,Personalized interventions,is-a,outcome of psychosocial phenotyping
33841684,Economic stability,is-a,social determinant of health
33841684,Neighborhood environment,is-a,social determinant of health
31377103,Mosquito,is-a,Arthropod vector
31377103,Mosquito,is-a,Disease spreader
31377103,Anopheline,is-a,Mosquito
31377103,Culicine,is-a,Mosquito
31377103,Mosquito immune system,is-a,Innate immune system
31377103,Entomopathogens,is-a,Pathogen
31377103,Larval immune system,is-a,Stage of mosquito immune system
31377103,Adult immune system,is-a,Stage of mosquito immune system
31377103,Vector competence,is-a,Aspect of mosquito immunity
31377103,Vectorial capacity,is-a,Aspect of mosquito immunity
31377103,Neuroimmunology,is-a,Field of study
31377103,Ecoimmunology,is-a,Field of study
31377103,Intracellular antiviral responses,is-a,Aspect of mosquito immunity
25392913,Infectious disease,is-a,threat to public health
25392913,Monitoring techniques,is-a,method for measuring disease risk and progress
25392913,Social internet data,is-a,source for new monitoring techniques
25392913,Access logs from Wikipedia,is-a,open data source
25392913,Disease monitoring and forecasting system,is-a,tool for public health
36001540,High utility and medical hardship,is-a,risk class
36001540,High housing and employment hardship,high substance use,"and incarceration, is-a, risk class"
36001540,High housing and medical hardship,poor health,"and health care, is-a, risk class"
36001540,High employment hardship and low-income,is-a,risk class
36001540,Low-risk,is-a,risk class
36001540,Latent class analysis,is-a,method for identifying risk classes
36001540,Food insecurity,is-a,outcome of risk classes
36001540,Social determinants of health,is-a,framework for analyzing risk
36001540,USDA Food Security Survey,is-a,tool for assessing food insecurity
36001540,Covariate-adjusted multinomial logistic regression models,is-a,method for examining relationships between risk classes and food insecurity
36001540,Fragile Families and Child Wellbeing Study,is-a,source of data for the study
37609136,SDOH,is-a,foundational concept in public health
37609136,Happiness,is-a,outcome of SDOH
37609136,Economic stability,is-a,SDOH
37609136,Neighbourhood and built environment,is-a,SDOH
37609136,Access to quality education,is-a,SDOH
37609136,Access to healthy food,is-a,SDOH
37609136,Social and community context,is-a,SDOH
37609136,Access to quality healthcare,is-a,SDOH
37609136,Ghana Study on Global Ageing and Adult Health,is-a,source of data
37609136,Structural Equation Modeling,is-a,analysis technique
36280906,Medical resident,is-a,healthcare professional
36280906,Consultant practice,is-a,medical practice
36280906,Interview,is-a,research method
36280906,Physical health,is-a,intrinsic factor
36280906,Emotional health,is-a,intrinsic factor
36280906,Economic stability,is-a,extrinsic factor
36280906,Work-life boundaries,is-a,extrinsic factor
35818725,COVID-19,is-a,biological threat
35818725,COVID-19,is-a,psychosocial threat
35818725,YLWH,is-a,youth living with HIV
35818725,Nakuru,is-a,city in Kenya
35818725,Eldoret,is-a,city in Kenya
35818725,Qualitative content analysis,is-a,data analysis method
35818725,Descriptive phenomenological approach,is-a,research approach
35818725,Psychosocial functioning,is-a,individual issue
35818725,Economic stability,is-a,community issue
35818725,Access to medical treatment and medication,is-a,healthcare issue
35818725,Availability of goods and services,is-a,government issue
35818725,Patient education,is-a,healthcare issue
35818725,Dissemination of accurate information,is-a,government issue
35001203,Community Health Workers,is-a,Health Professionals
35001203,Richmond/Henrico Health District,is-a,Health Districts
35001203,Virginia Department of Health,is-a,Department of Health
35001203,Healthcare Access,is-a,Social Determinants of Health
35001203,Economic Stability,is-a,Social Determinants of Health
35001203,Neighborhood and Built Environment,is-a,Social Determinants of Health
35001203,Blood Pressure Measurements,is-a,Health Metrics
35001203,Blood Sugar Measurements,is-a,Health Metrics
35001203,High School Graduate,is-a,Education Level
35001203,Master's Degree Graduate,is-a,Education Level
34690519,MPAs,is-a,tool for ecosystem protection
34690519,Coral reefs,is-a,provider of ecosystem services
34690519,Ecosystem services,is-a,factor in local livelihood
34690519,Local livelihood,is-a,determinant of community health
34690519,Community health,is-a,social determinant of health
34334986,Panic buying,is-a,consumer behavior
34334986,Perceived risk,is-a,factor contributing to panic buying
34334986,Social media use,is-a,factor contributing to panic buying
34334986,Connection with close others,is-a,factor mitigating panic buying
34334986,Online survey,is-a,data collection method
34334986,Chinese citizens,is-a,survey respondents
34334986,COVID-19 outbreak,is-a,trigger for panic buying
34334986,Terror management theory,is-a,theoretical framework for the study
33190539,COVID-19,is-a,virus
33190539,African American women,is-a,demographic group
33190539,Kimberlé Crenshaw and Patricia Hill Collins,is-a,scholars
33190539,Intersectionality,is-a,theoretical framework
33190539,Racism,is-a,social determinant of health
33190539,Sexism,is-a,social determinant of health
33190539,Economic stability,is-a,social determinant of health
33190539,Socio-environmental factors,is-a,social determinants of health
33190539,Obesity,is-a,co-morbidity
33190539,Diabetes,is-a,co-morbidity
33190539,High blood pressure,is-a,co-morbidity
33190539,Eviction,is-a,social determinant of health
33190539,Homelessness,is-a,social determinant of health
33190539,Unemployment,is-a,social determinant of health
33190539,Policy interventions,is-a,mitigation strategies
32956513,Impulsive and compulsive behaviours,is-a,complication in Parkinson's disease
32956513,Pathological gambling,is-a,Impulsive and compulsive behaviour
32956513,Binge eating,is-a,Impulsive and compulsive behaviour
32956513,Compulsive shopping,is-a,Impulsive and compulsive behaviour
32956513,Hypersexuality,is-a,Impulsive and compulsive behaviour
32956513,Dopamine replacement therapy,is-a,treatment for Parkinson's disease
32956513,Exploratory qualitative study,is-a,research method
32956513,Thematic analysis approach,is-a,data analysis method
32818212,Persons living with HIV,is-a,vulnerable population
32818212,COVID-19-related illness,is-a,health risk for Persons living with HIV
32818212,Racially/ethnically diverse gay,bisexual,"and other men who have sex with men living with HIV, is-a, sample"
32818212,Black/African American,is-a,racial/ethnic group
32818212,Spanish-speaking Latinx,is-a,racial/ethnic group
32818212,White,is-a,racial/ethnic group
32818212,Knowledge and perceptions of COVID-19,is-a,domain of concern
32818212,COVID-19 information sources and perceptions of trustworthiness,is-a,domain of concern
32818212,Impact of COVID-19 on behaviors,health,"and social determinants of health, is-a, domain of concern"
32818212,General COVID-19-related concerns,is-a,domain of concern
32818212,Interventions,is-a,need for Persons living with HIV
30602995,Cervical Cancer,is-a,Disease
30602995,Knowledge about Cervical Cancer,is-a,Health Awareness
30602995,Screening for Cervical Cancer,is-a,Preventive Health Measure
37297552,Sex workers,is-a,Marginalized populations
37297552,Physical health,is-a,Health disparities
37297552,Mental health,is-a,Health disparities
37297552,Economic stability,is-a,Financial insecurity
37297552,Occupational safety,is-a,Safety concerns
37297552,Adaptive strategies,is-a,Coping mechanisms
37297552,Targeted resources,is-a,Support measures
37297552,Increased access to funding,is-a,Financial support
37297552,Community-empowered interventions,is-a,Support measures
37297552,Policy changes,is-a,Institutional support
37184813,Medication use for depression,is-a,Health care factor
37184813,Economic,Environmental,"Educational, Community, Health care systems factors, is-a, Social Determinants of Health"
37184813,Ethnic determinants of health,is-a,Social Determinants of Health
37184813,Systems-related geographic location,education,"and economic stability, is-a, Ethnic Determinants of Health"
37184813,Individual-related cultural factors,is-a,Ethnic Determinants of Health
37184813,Depression medication use,is-a,Health outcome
37184813,Depression severity,is-a,Mental health factor
37184813,Overall health status,is-a,Health factor
36645259,Parental industry and occupation information,is-a,type of birth certificate data
36645259,National Institute for Occupational Safety and Health software,is-a,tool for coding parental industry and occupation
36645259,Missingness and codability of industry and occupation,is-a,characteristic of birth certificate data
36645259,Systematic higher missingness,is-a,characteristic of birth certificate data for certain demographic groups
36645259,Economic contexts,is-a,determinant of family outcomes
37655802,SDOH,is-a,Circumstance influencing health outcomes
37655802,Economic stability,is-a,Determinant of SDOH
37655802,AT availability,is-a,Indicator of economic stability
37655802,Cross-sectional study,is-a,Research design
37655802,Database secondary analysis,is-a,Research setting
37655802,Secondary schools,is-a,Research participants
37655802,AT availability,is-a,Independent variable
37655802,School and county-level SDOH variables,is-a,Dependent variables
37655802,Graduation rate,is-a,SDOH variable
37655802,Population uninsured,is-a,SDOH variable
37655802,Population to primary care physicians ratio,is-a,SDOH variable
37655802,Severe housing problems,is-a,SDOH variable
37216318,Adolescents,is-a,Population Group
37216318,Reproductive Health Care,is-a,Human Right
37216318,High School Girls,is-a,Adolescents
37216318,Menstrual Health and Hygiene,is-a,Reproductive Health Need
37216318,Prevention of Adolescent Pregnancy,is-a,Reproductive Health Need
37216318,Respect and Dignity,is-a,Reproductive Health Need
37216318,Economic Stability,is-a,Social Determinant of Health
37216318,Safe Physical Environment,is-a,Social Determinant of Health
37216318,All-girls Boarding Schools,is-a,Educational Institution
37216318,Mixed-day Schools,is-a,Educational Institution
37216318,Sanitary Towels,is-a,Menstrual Hygiene Product
37216318,Cleaner Toilets,is-a,Sanitation Facility
37216318,Access to Contraception,is-a,Reproductive Health Service
37216318,Privacy and Confidentiality,is-a,Patient Right
34718195,Scoping Review,is-a,Type of Study
34718195,Systematic Review,is-a,Type of Study
34718195,Neurosurgery,is-a,Medical Speciality
34718195,Medical Librarian,is-a,Occupation
34718195,EndNote X.9,is-a,Bibliographic and Reference Manager
34718195,Primary Reviewers,is-a,Role in Research
34718195,Third Reviewer,is-a,Role in Research
34718195,Social Determinants,is-a,Factor in Health Studies
34718195,Educational Attainment,is-a,Social Determinant
34718195,Gender,is-a,Social Determinant
34718195,Race,is-a,Social Determinant
34718195,Economic Stability,is-a,Social Determinant
34718195,Spine Surgery,is-a,Subspecialty of Neurosurgery
34718195,Functional Neurosurgery,is-a,Subspecialty of Neurosurgery
34718195,Vascular Neurosurgery,is-a,Subspecialty of Neurosurgery
34718195,Cranial Oncology,is-a,Subspecialty of Neurosurgery
12284380,Poverty,is-a,Social Determinant of Health
12284380,Education,is-a,Social Determinant of Health
12284380,Housing,is-a,Social Determinant of Health
12284380,Employment,is-a,Social Determinant of Health
12284380,Access to healthcare,is-a,Social Determinant of Health
12284380,Social support,is-a,Social Determinant of Health
12284380,Food security,is-a,Social Determinant of Health
12284380,Transportation,is-a,Social Determinant of Health
12284380,Neighborhood environment,is-a,Social Determinant of Health
12284380,Income inequality,is-a,Social Determinant of Health
32114547,Neurosurgical specialty,is-a,Medical specialty
32114547,Neurosurgical education,is-a,Medical education
32114547,Residency training program,is-a,Medical training program
32114547,Neurosurgical residents,is-a,Medical residents
32114547,Residency programs,is-a,Medical training programs
28828741,Economic instability,is-a,Socioeconomic factor
28828741,Public healthcare expenditure,is-a,Health system factor
28828741,All-cause mortality rate,is-a,Health outcome
28828741,Directly provided services,is-a,Type of public healthcare expenditure
28828741,Pharmaceutical care,is-a,Type of public healthcare expenditure
28828741,General practitioner care,is-a,Type of public healthcare expenditure
28828741,Specialist medical care,is-a,Type of public healthcare expenditure
28828741,Privately delivered hospital care,is-a,Type of public healthcare expenditure
28828741,Other privately delivered medical services,is-a,Type of public healthcare expenditure
28828741,Psychiatric support and rehabilitation,is-a,Type of public healthcare expenditure
37408664,Alzheimer's disease,is-a,disease
37408664,Black Americans,is-a,racial group
37408664,Clinical trials,is-a,research method
37408664,Pharmaceutical companies,is-a,industry
37408664,Social determinants of health,is-a,factor affecting health
37408664,Access to quality education and information,is-a,Social determinant of health
37408664,Access to health care,is-a,Social determinant of health
37408664,Economic stability,is-a,Social determinant of health
37408664,Built environment,is-a,Social determinant of health
37408664,Community context,is-a,Social determinant of health
37093353,Young adult cancer survivors,is-a,cancer survivors
37093353,Purposive sample of YA cancer survivors,is-a,research sample
37093353,Semi-structured interviews,is-a,research method
37093353,Coding reliability approach to thematic analysis,is-a,data analysis method
37093353,Stressor-related themes,is-a,research findings
37093353,Coping-related themes,is-a,research findings
37093353,Health behaviors,is-a,research findings
37093353,Intervention preferences,is-a,research findings
37093353,Individualized approach,is-a,intervention preference
37093353,Expert-based content,is-a,intervention preference
37093353,Peer support,is-a,intervention preference
37093353,Integrative self-care,is-a,intervention preference
37093353,Manageability,is-a,intervention preference
37093353,Multiple intervention formats,is-a,intervention preference
37093353,Stress management-enhanced behavioral interventions,is-a,potential solution for unmet needs
33621882,Greece,is-a,Country
33621882,Agricultural sector,is-a,Economic sector
33621882,Aegean islands,is-a,Geographic region
33621882,Crete,is-a,Geographic region
33621882,Attica,is-a,Geographic region
33621882,Thessaly,is-a,Geographic region
33621882,Water distribution,is-a,Resource management aspect
33621882,Water resources,is-a,Natural resources
33621882,Droughts,is-a,Climate extremes
33621882,Floods,is-a,Climate extremes
33621882,Soil erosion,is-a,Environmental issue
28533016,Zoonotic diseases,is-a,threat to human health
28533016,Rodents,is-a,wildlife reservoirs for zoonotic diseases
28533016,DRodVir database,is-a,repository of rodent-associated animal viruses
28533016,Virologists,is-a,user of DRodVir database
28533016,Epidemiologists,is-a,user of DRodVir database
28533016,Zoologists,is-a,user of DRodVir database
28533016,Rodent-associated viruses,is-a,subject of virology study
28533016,Bat-associated viruses,is-a,subject of virology study
28533016,Rodents,is-a,major reservoirs of emerging zoonotic infectious diseases
28533016,Bats,is-a,major reservoirs of emerging zoonotic infectious diseases
27295810,Cervical Cancer,is-a,Global Health Challenge
27295810,Hydronephrosis,is-a,Complication of Cervical Cancer
27295810,Poverty,is-a,Factor of Cervical Cancer in Developing Countries
27295810,Multiple Sexual Partners,is-a,Factor of Cervical Cancer in Developing Countries
27295810,Unbalanced Diet,is-a,Factor of Cervical Cancer in Developing Countries
27295810,Poor Knowledge and Attitude to Prevention of Diseases,is-a,Factor of Cervical Cancer in Developing Countries
27295810,Late-Presentation,is-a,Factor of Cervical Cancer in Developing Countries
36946262,Female sex worker,is-a,Occupation
36946262,Contraceptive decision-making,is-a,Behaviour
36946262,Healthcare access,is-a,Social determinant of health
36946262,Economic instability,is-a,Social determinant of health
36946262,Sexual partners and experiences of violence,is-a,Social context
36946262,Childbearing Motivations,is-a,Psychological factor
36946262,Desires and Intentions,is-a,Psychological factor
36946262,Interpersonal violence,is-a,Social determinant of health
36946262,Reproductive health,is-a,Health outcome
36946262,Reproductive autonomy,is-a,Individual right
36946262,Contraceptive services,is-a,Healthcare service
36946262,Community service providers,is-a,Social support network
36531668,Conservation of Resources Theory,is-a,psychological theory
36531668,Financial insecurity,is-a,economic condition
36531668,Working parents,is-a,demographic group
36531668,Trait resiliency,is-a,personal resource
36531668,Worrying,is-a,psychological outcome
36531668,Proactive behaviors,is-a,behavioral outcome
36531668,Stress,is-a,psychological outcome
36531668,Trait activation perspective,is-a,psychological perspective
35709808,Extreme Weather Events,is-a,Climate Events
35709808,Anthropogenic Climate Change,is-a,Climate Change
35709808,Gender-based Violence,is-a,Violence
35709808,Sexual Violence,is-a,Gender-based Violence
35709808,Physical Violence,is-a,Gender-based Violence
35709808,Emotional Violence,is-a,Gender-based Violence
35709808,Witch Killing,is-a,Gender-based Violence
35709808,Early or Forced Marriage,is-a,Gender-based Violence
35709808,Sexual and Gender Minorities,is-a,Minority Groups
35709808,Cross-sectional Studies,is-a,Research Method
35709808,Qualitative Studies,is-a,Research Method
35709808,Quantitative Studies,is-a,Research Method
35709808,Economic Instability,is-a,Economic Condition
35709808,Food Insecurity,is-a,Economic Condition
35709808,Mental Stress,is-a,Health Condition
35709808,Gender Inequality,is-a,Social Inequality
35709808,Storms,is-a,Extreme Weather Events
35709808,Floods,is-a,Extreme Weather Events
35524915,Cardiovascular disease,is-a,chronic disease
35524915,Hypertension,is-a,chronic disease
35524915,Diabetes,is-a,chronic disease
35524915,Obstructive sleep apnea,is-a,chronic disease
35524915,Prevention,is-a,healthcare strategy
35524915,Preconception screening,is-a,prevention method
35524915,Counseling,is-a,prevention method
35524915,Pregnancy,is-a,natural stress test
35524915,Telemedicine clinics,is-a,healthcare service
35524915,Remote monitoring,is-a,healthcare service
35524915,Postpartum period,is-a,healthcare period
35524915,Fourth trimester,is-a,postpartum period
35524915,Risk factor reevaluation,is-a,healthcare strategy
35524915,Lifestyle counseling,is-a,healthcare strategy
21474174,Non-Communicable Diseases,is-a,health issue
21474174,Heart disease,is-a,Non-Communicable Disease
21474174,Stroke,is-a,Non-Communicable Disease
21474174,Cancer,is-a,Non-Communicable Disease
21474174,Diabetes,is-a,Non-Communicable Disease
21474174,Chronic respiratory disease,is-a,Non-Communicable Disease
21474174,Tobacco control,is-a,priority intervention
21474174,Salt reduction,is-a,priority intervention
21474174,Improved diets and physical activity,is-a,priority intervention
21474174,Reduction in hazardous alcohol intake,is-a,priority intervention
21474174,Essential drugs and technologies,is-a,priority intervention
21474174,Leadership,is-a,priority action for NCD crisis response
21474174,Prevention,is-a,priority action for NCD crisis response
21474174,Treatment,is-a,priority action for NCD crisis response
35614436,Diarrhoeal diseases,is-a,cause of disability
35614436,Diarrhoeal diseases,is-a,cause of mortality
35614436,Political instability,is-a,cause of disease outbreaks
