PMID,Child Concept,Relationship,Parent Concept,Most Similar Term (BERT),Cosine Similarity (BERT)
34533567,Latinx individuals with ESKD,is a,US patient receiving in-center scheduled hemodialysis,,
34533567,Latinx individuals,is a,patient with poor economic circumstance,'poor mental health from unstable housing',0.7485912442207336
34533567,Latinx individuals,is a,patient with poor environmental circumstance,mental health problem,0.7411897778511047
34533567,Latinx individuals,is a,patient with poor living circumstance,'poor mental health from unstable housing',0.7712274789810181
34533567,Interdisciplinary health care professionals,is a,worker in urban dialysis centers,,
34533567,Barriers to care,is a,theme in health care delivery,mental health issue,0.7234570980072021
34533567,Communication and cultural barriers,is a,barrier to care,protective factor,0.7565349340438843
34533567,Difficulty with health care access,is a,barrier to care,protective factor,0.7565349340438843
34533567,Concerns about patient psychosocial well-being,is a,barrier to care,protective factor,0.7565349340438843
34533567,Culturally responsive care,is a,solution to improve care,factor influencing health,0.7219301462173462
34533567,Patient empowerment and activation,is a,solution to improve care,factor influencing health,0.7219301462173462
34533567,Supporting primary caregivers,is a,solution to improve care,factor influencing health,0.7219301462173462
34533567,Peer support with navigation of the health care system,is a,solution to improve care,factor influencing health,0.7219301462173462
34533567,Dialysis center policies,is a,requirement for high-quality language interpretation,,
36809322,Low-wage earning,is-a,public health concern,mental health issue,0.8440441489219666
36809322,Long-term health consequences,is-a,result of sustained low-wage earning,'higher tax burden on wages',0.7206284999847412
36809322,Low-wage earning,is-a,factor in mortality,factor influencing health,0.8146196007728577
36809322,Health and Retirement Study,is-a,longitudinal study,psychological factor,0.7796711921691895
36809322,Low-wage earning history,is-a,exposure in the study,,
36809322,All-cause mortality,is-a,main outcome measure in the study,,
36809322,Sustained low-wage earning,is-a,risk factor for elevated mortality,'risk of vector borne disease',0.7838800549507141
36809322,Minimum wage laws,is-a,social and economic policy to improve financial standing of low-wage workers,'higher tax burden on wages',0.7122756242752075
36593969,Alzheimer's disease,is-a,neurodegenerative disease,,
36593969,AD,is-a,health threat for the elderly,mental health problem,0.7975281476974487
36593969,Genomic instability,is-a,primary aging hallmark,nutritional deficiency,0.7581493854522705
36593969,Telomere wear,is-a,primary aging hallmark,nutritional deficiency,0.7581493854522705
36593969,Epigenetic changes,is-a,primary aging hallmark,nutritional deficiency,0.7581493854522705
36593969,Loss of protein stability,is-a,primary aging hallmark,nutritional deficiency,0.7581493854522705
25072563,Medical education,is-a,aspect of health systems strengthening,social policy,0.7711805105209351
25072563,Corruption,is-a,political instability,domestic violence,0.7647371888160706
25072563,War,is-a,political instability,domestic violence,0.7647371888160706
25072563,Mounting national debts,is-a,economic difficulty,nutritional deficiency,0.7513283491134644
25072563,Political instability,is-a,factor in medical education development,factor influencing health,0.7876834869384766
25072563,Economic growth,is-a,factor in health systems strengthening,factor influencing health,0.8227915167808533
25072563,Brain drain,is-a,challenge in medical education sustainability,'technology training at workplace',0.7683147192001343
25072563,Inadequate funding,is-a,challenge in medical education sustainability,'technology training at workplace',0.7683147192001343
25072563,Colonialism,is-a,historical factor in medical education development,factor influencing health,0.7391846179962158
25072563,Struggle for independence,is-a,historical factor in medical education development,factor influencing health,0.7391846179962158
19760049,Positive Spaces,Healthy Places,"is-a, longitudinal community-based research initiative",,
19760049,Housing stability,is-a,determinant of health related quality of life for people living with HIV/AIDS,'higher risk to pregnanat women',0.7308890223503113
19760049,HIV positive parents,is-a,subpopulation facing unique issues and concerns,,
19760049,HIV related stigma,is-a,social challenge faced by HIV positive parents,'higher risk to pregnanat women',0.7277992963790894
19760049,Discrimination,is-a,social challenge faced by HIV positive parents,'higher risk to pregnanat women',0.7277992963790894
19760049,Racism,is-a,social challenge faced by HIV positive parents,'higher risk to pregnanat women',0.7277992963790894
19760049,Poverty,is-a,economic challenge faced by HIV positive parents,'poor health of pregnant women from unstable housing',0.7329798936843872
19760049,Unsafe neighborhoods,is-a,housing condition faced by HIV positive parents,'poor health of pregnant women from unstable housing',0.7590514421463013
19760049,Poor housing conditions,is-a,housing condition faced by HIV positive parents,'poor health of pregnant women from unstable housing',0.7590514421463013
19760049,Barriers to supports,is-a,social challenge faced by HIV positive parents,'higher risk to pregnanat women',0.7277992963790894
19760049,Mental health,is-a,health outcome affected by housing instability in HIV positive parents,'poor health of pregnant women from unstable housing',0.7605254054069519
19760049,Health and social service practices and policies,is-a,potential response to challenges faced by HIV positive parents,'higher risk to pregnanat women',0.7402123808860779
37639318,Health insurance coverage,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Medicare or Medicaid insurance,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Cancer treatment at a nonacademic facility,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Low household income,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Low education level,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Being unmarried,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Distance traveled to the treatment center,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Facility volume,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Provider expertise,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Poverty,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Employment rates,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Transportation,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Debt,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Higher education,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37639318,Diet,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37462571,Spinal cord injury,is-a,Condition,work environment,0.7296996712684631
37462571,Kessler Foundation National Employment and Disability Survey (KFNEDS),is-a,Survey,suicide attempts,0.7426698207855225
37462571,Veterans living with spinal cord injury,is-a,Persons with disabilities,adverse childhood experiences,0.7357590198516846
37462571,Veteran Engagement Group,is-a,Consultation group,suicide attempts,0.7580966949462891
37462571,Community Action Board,is-a,Collaborative partnership,suicide attempts,0.7679262757301331
37462571,KFNEDS-VS,is-a,Provisional version of KFNEDS,,
33841684,Psychosocial phenotyping,is-a,tool for tailoring interventions,'technology training at workplace',0.706802248954773
33841684,Chronic disease management,is-a,application of psychosocial phenotyping,psychosocial factors,0.7738361358642578
33841684,Precision self-management interventions,is-a,application of psychosocial phenotyping,psychosocial factors,0.7738361358642578
33841684,Literature review,is-a,method for identifying potential phenotypes,'risk of vector borne disease',0.7672418355941772
33841684,Policy intervention case reports,is-a,method for examining factors related to social determinants of health,factor influencing health,0.7509049773216248
33841684,Patient profiles or phenotypes,is-a,outcome of methodological approaches,,
33841684,Personalized interventions,is-a,outcome of psychosocial phenotyping,psychosocial factors,0.8038867712020874
33841684,Economic stability,is-a,social determinant of health,factor influencing health,0.7891273498535156
33841684,Neighborhood environment,is-a,social determinant of health,factor influencing health,0.7891273498535156
31377103,Mosquito,is-a,Arthropod vector,,
31377103,Mosquito,is-a,Disease spreader,'risk of vector borne disease',0.7576817274093628
31377103,Anopheline,is-a,Mosquito,suicide attempts,0.7939120531082153
31377103,Culicine,is-a,Mosquito,suicide attempts,0.7939120531082153
31377103,Mosquito immune system,is-a,Innate immune system,,
31377103,Entomopathogens,is-a,Pathogen,protective factor,0.7349971532821655
31377103,Larval immune system,is-a,Stage of mosquito immune system,,
31377103,Adult immune system,is-a,Stage of mosquito immune system,,
31377103,Vector competence,is-a,Aspect of mosquito immunity,'risk of vector borne disease',0.7491675019264221
31377103,Vectorial capacity,is-a,Aspect of mosquito immunity,'risk of vector borne disease',0.7491675019264221
31377103,Neuroimmunology,is-a,Field of study,mental health issue,0.7087175846099854
31377103,Ecoimmunology,is-a,Field of study,mental health issue,0.7087175846099854
31377103,Intracellular antiviral responses,is-a,Aspect of mosquito immunity,'risk of vector borne disease',0.7491675019264221
25392913,Infectious disease,is-a,threat to public health,mental health issue,0.7167776823043823
25392913,Monitoring techniques,is-a,method for measuring disease risk and progress,'risk of adverse kidney outcomes',0.7625115513801575
25392913,Social internet data,is-a,source for new monitoring techniques,,
25392913,Access logs from Wikipedia,is-a,open data source,,
25392913,Disease monitoring and forecasting system,is-a,tool for public health,,
36001540,High utility and medical hardship,is-a,risk class,work environment,0.7471320629119873
36001540,High housing and employment hardship,high substance use,"and incarceration, is-a, risk class",,
36001540,High housing and medical hardship,poor health,"and health care, is-a, risk class",,
36001540,High employment hardship and low-income,is-a,risk class,work environment,0.7471320629119873
36001540,Low-risk,is-a,risk class,work environment,0.7471320629119873
36001540,Latent class analysis,is-a,method for identifying risk classes,,
36001540,Food insecurity,is-a,outcome of risk classes,psychological factor,0.7414835095405579
36001540,Social determinants of health,is-a,framework for analyzing risk,,
36001540,USDA Food Security Survey,is-a,tool for assessing food insecurity,'malnutrition due to insufficient food',0.7366966605186462
36001540,Covariate-adjusted multinomial logistic regression models,is-a,method for examining relationships between risk classes and food insecurity,'risk of adverse kidney outcomes',0.7243999242782593
36001540,Fragile Families and Child Wellbeing Study,is-a,source of data for the study,,
37609136,SDOH,is-a,foundational concept in public health,,
37609136,Happiness,is-a,outcome of SDOH,,
37609136,Economic stability,is-a,SDOH,,
37609136,Neighbourhood and built environment,is-a,SDOH,,
37609136,Access to quality education,is-a,SDOH,,
37609136,Access to healthy food,is-a,SDOH,,
37609136,Social and community context,is-a,SDOH,,
37609136,Access to quality healthcare,is-a,SDOH,,
37609136,Ghana Study on Global Ageing and Adult Health,is-a,source of data,,
37609136,Structural Equation Modeling,is-a,analysis technique,nutritional intervention,0.755895733833313
36280906,Medical resident,is-a,healthcare professional,service professionals,0.8642632961273193
36280906,Consultant practice,is-a,medical practice,service professionals,0.7447202205657959
36280906,Interview,is-a,research method,suicide attempts,0.7729818820953369
36280906,Physical health,is-a,intrinsic factor,psychological factor,0.8393337726593018
36280906,Emotional health,is-a,intrinsic factor,psychological factor,0.8393337726593018
36280906,Economic stability,is-a,extrinsic factor,,
36280906,Work-life boundaries,is-a,extrinsic factor,,
35818725,COVID-19,is-a,biological threat,nutritional deficiency,0.7215553522109985
35818725,COVID-19,is-a,psychosocial threat,psychosocial factors,0.8687853813171387
35818725,YLWH,is-a,youth living with HIV,history of domestic violence,0.7507113218307495
35818725,Nakuru,is-a,city in Kenya,suicide attempts,0.705380916595459
35818725,Eldoret,is-a,city in Kenya,suicide attempts,0.705380916595459
35818725,Qualitative content analysis,is-a,data analysis method,service professionals,0.7222211360931396
35818725,Descriptive phenomenological approach,is-a,research approach,work environment,0.7691956758499146
35818725,Psychosocial functioning,is-a,individual issue,mental health issue,0.7590324282646179
35818725,Economic stability,is-a,community issue,mental health issue,0.8035601377487183
35818725,Access to medical treatment and medication,is-a,healthcare issue,mental health issue,0.8142774105072021
35818725,Availability of goods and services,is-a,government issue,mental health issue,0.7678327560424805
35818725,Patient education,is-a,healthcare issue,mental health issue,0.8142774105072021
35818725,Dissemination of accurate information,is-a,government issue,mental health issue,0.7678327560424805
35001203,Community Health Workers,is-a,Health Professionals,service professionals,0.8656902313232422
35001203,Richmond/Henrico Health District,is-a,Health Districts,service professionals,0.7760623097419739
35001203,Virginia Department of Health,is-a,Department of Health,,
35001203,Healthcare Access,is-a,Social Determinants of Health,factor influencing health,0.7623814940452576
35001203,Economic Stability,is-a,Social Determinants of Health,factor influencing health,0.7623814940452576
35001203,Neighborhood and Built Environment,is-a,Social Determinants of Health,factor influencing health,0.7623814940452576
35001203,Blood Pressure Measurements,is-a,Health Metrics,factor influencing health,0.7200621962547302
35001203,Blood Sugar Measurements,is-a,Health Metrics,factor influencing health,0.7200621962547302
35001203,High School Graduate,is-a,Education Level,,
35001203,Master's Degree Graduate,is-a,Education Level,,
34690519,MPAs,is-a,tool for ecosystem protection,,
34690519,Coral reefs,is-a,provider of ecosystem services,service professionals,0.7385052442550659
34690519,Ecosystem services,is-a,factor in local livelihood,,
34690519,Local livelihood,is-a,determinant of community health,factor influencing health,0.7588948607444763
34690519,Community health,is-a,social determinant of health,factor influencing health,0.7891273498535156
34334986,Panic buying,is-a,consumer behavior,social policy,0.7613447904586792
34334986,Perceived risk,is-a,factor contributing to panic buying,factor influencing health,0.7491255402565002
34334986,Social media use,is-a,factor contributing to panic buying,factor influencing health,0.7491255402565002
34334986,Connection with close others,is-a,factor mitigating panic buying,,
34334986,Online survey,is-a,data collection method,work environment,0.7038443088531494
34334986,Chinese citizens,is-a,survey respondents,psychological factor,0.7182539701461792
34334986,COVID-19 outbreak,is-a,trigger for panic buying,protective factor,0.7254873514175415
34334986,Terror management theory,is-a,theoretical framework for the study,,
33190539,COVID-19,is-a,virus,suicide attempts,0.7660959959030151
33190539,African American women,is-a,demographic group,,
33190539,Kimberlé Crenshaw and Patricia Hill Collins,is-a,scholars,suicide attempts,0.7282205820083618
33190539,Intersectionality,is-a,theoretical framework,psychological factor,0.7370022535324097
33190539,Racism,is-a,social determinant of health,factor influencing health,0.7891273498535156
33190539,Sexism,is-a,social determinant of health,factor influencing health,0.7891273498535156
33190539,Economic stability,is-a,social determinant of health,factor influencing health,0.7891273498535156
33190539,Socio-environmental factors,is-a,social determinants of health,factor influencing health,0.7623814940452576
33190539,Obesity,is-a,co-morbidity,psychosocial factors,0.7110246419906616
33190539,Diabetes,is-a,co-morbidity,psychosocial factors,0.7110246419906616
33190539,High blood pressure,is-a,co-morbidity,psychosocial factors,0.7110246419906616
33190539,Eviction,is-a,social determinant of health,factor influencing health,0.7891273498535156
33190539,Homelessness,is-a,social determinant of health,factor influencing health,0.7891273498535156
33190539,Unemployment,is-a,social determinant of health,factor influencing health,0.7891273498535156
33190539,Policy interventions,is-a,mitigation strategies,,
32956513,Impulsive and compulsive behaviours,is-a,complication in Parkinson's disease,,
32956513,Pathological gambling,is-a,Impulsive and compulsive behaviour,psychosocial factors,0.7004520297050476
32956513,Binge eating,is-a,Impulsive and compulsive behaviour,psychosocial factors,0.7004520297050476
32956513,Compulsive shopping,is-a,Impulsive and compulsive behaviour,psychosocial factors,0.7004520297050476
32956513,Hypersexuality,is-a,Impulsive and compulsive behaviour,psychosocial factors,0.7004520297050476
32956513,Dopamine replacement therapy,is-a,treatment for Parkinson's disease,,
32956513,Exploratory qualitative study,is-a,research method,suicide attempts,0.7729818820953369
32956513,Thematic analysis approach,is-a,data analysis method,service professionals,0.7222211360931396
32818212,Persons living with HIV,is-a,vulnerable population,suicide attempts,0.7377496361732483
32818212,COVID-19-related illness,is-a,health risk for Persons living with HIV,'risk of vector borne disease',0.7496864795684814
32818212,Racially/ethnically diverse gay,bisexual,"and other men who have sex with men living with HIV, is-a, sample",'higher risk to pregnanat women',0.7408649921417236
32818212,Black/African American,is-a,racial/ethnic group,mental health issue,0.7028460502624512
32818212,Spanish-speaking Latinx,is-a,racial/ethnic group,mental health issue,0.7028460502624512
32818212,White,is-a,racial/ethnic group,mental health issue,0.7028460502624512
32818212,Knowledge and perceptions of COVID-19,is-a,domain of concern,mental health issue,0.743964672088623
32818212,COVID-19 information sources and perceptions of trustworthiness,is-a,domain of concern,mental health issue,0.743964672088623
32818212,Impact of COVID-19 on behaviors,health,"and social determinants of health, is-a, domain of concern",,
32818212,General COVID-19-related concerns,is-a,domain of concern,mental health issue,0.743964672088623
32818212,Interventions,is-a,need for Persons living with HIV,'higher risk to pregnanat women',0.7500842213630676
30602995,Cervical Cancer,is-a,Disease,suicide attempts,0.7879545092582703
30602995,Knowledge about Cervical Cancer,is-a,Health Awareness,mental health issue,0.7718585133552551
30602995,Screening for Cervical Cancer,is-a,Preventive Health Measure,nutritional intervention,0.7415123581886292
37297552,Sex workers,is-a,Marginalized populations,,
37297552,Physical health,is-a,Health disparities,micronutrient deficiencies,0.7153611779212952
37297552,Mental health,is-a,Health disparities,micronutrient deficiencies,0.7153611779212952
37297552,Economic stability,is-a,Financial insecurity,'job insecurity',0.7554792165756226
37297552,Occupational safety,is-a,Safety concerns,workplace safety requirements,0.7794655561447144
37297552,Adaptive strategies,is-a,Coping mechanisms,psychological effect,0.8234408497810364
37297552,Targeted resources,is-a,Support measures,suicide attempts,0.7712990641593933
37297552,Increased access to funding,is-a,Financial support,service professionals,0.7572021484375
37297552,Community-empowered interventions,is-a,Support measures,suicide attempts,0.7712990641593933
37297552,Policy changes,is-a,Institutional support,service professionals,0.8143608570098877
37184813,Medication use for depression,is-a,Health care factor,mental health problem,0.7758643627166748
37184813,Economic,Environmental,"Educational, Community, Health care systems factors, is-a, Social Determinants of Health",,
37184813,Ethnic determinants of health,is-a,Social Determinants of Health,factor influencing health,0.7623814940452576
37184813,Systems-related geographic location,education,"and economic stability, is-a, Ethnic Determinants of Health",,
37184813,Individual-related cultural factors,is-a,Ethnic Determinants of Health,factor influencing health,0.7411553859710693
37184813,Depression medication use,is-a,Health outcome,mental health issue,0.7946832180023193
37184813,Depression severity,is-a,Mental health factor,mental health problem,0.8757656812667847
37184813,Overall health status,is-a,Health factor,psychological factor,0.8623082041740417
36645259,Parental industry and occupation information,is-a,type of birth certificate data,history of domestic violence,0.7233006358146667
36645259,National Institute for Occupational Safety and Health software,is-a,tool for coding parental industry and occupation,,
36645259,Missingness and codability of industry and occupation,is-a,characteristic of birth certificate data,'preterm birth',0.7039628028869629
36645259,Systematic higher missingness,is-a,characteristic of birth certificate data for certain demographic groups,'higher risk to pregnanat women',0.7018662691116333
36645259,Economic contexts,is-a,determinant of family outcomes,factor influencing health,0.7292060256004333
37655802,SDOH,is-a,Circumstance influencing health outcomes,factor influencing health,0.8246608972549438
37655802,Economic stability,is-a,Determinant of SDOH,,
37655802,AT availability,is-a,Indicator of economic stability,,
37655802,Cross-sectional study,is-a,Research design,work environment,0.7927923202514648
37655802,Database secondary analysis,is-a,Research setting,work environment,0.756612241268158
37655802,Secondary schools,is-a,Research participants,service professionals,0.7706556916236877
37655802,AT availability,is-a,Independent variable,,
37655802,School and county-level SDOH variables,is-a,Dependent variables,psychological effect,0.7054423093795776
37655802,Graduation rate,is-a,SDOH variable,,
37655802,Population uninsured,is-a,SDOH variable,,
37655802,Population to primary care physicians ratio,is-a,SDOH variable,,
37655802,Severe housing problems,is-a,SDOH variable,,
37216318,Adolescents,is-a,Population Group,,
37216318,Reproductive Health Care,is-a,Human Right,,
37216318,High School Girls,is-a,Adolescents,suicide attempts,0.7703913450241089
37216318,Menstrual Health and Hygiene,is-a,Reproductive Health Need,mental health problem,0.7986860275268555
37216318,Prevention of Adolescent Pregnancy,is-a,Reproductive Health Need,mental health problem,0.7986860275268555
37216318,Respect and Dignity,is-a,Reproductive Health Need,mental health problem,0.7986860275268555
37216318,Economic Stability,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
37216318,Safe Physical Environment,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
37216318,All-girls Boarding Schools,is-a,Educational Institution,service professionals,0.7491799592971802
37216318,Mixed-day Schools,is-a,Educational Institution,service professionals,0.7491799592971802
37216318,Sanitary Towels,is-a,Menstrual Hygiene Product,micronutrient deficiencies,0.7276629209518433
37216318,Cleaner Toilets,is-a,Sanitation Facility,,
37216318,Access to Contraception,is-a,Reproductive Health Service,mental health problem,0.7695481777191162
37216318,Privacy and Confidentiality,is-a,Patient Right,work environment,0.7173570394515991
34718195,Scoping Review,is-a,Type of Study,,
34718195,Systematic Review,is-a,Type of Study,,
34718195,Neurosurgery,is-a,Medical Speciality,nutritional intervention,0.7040665745735168
34718195,Medical Librarian,is-a,Occupation,suicide attempts,0.7501044273376465
34718195,EndNote X.9,is-a,Bibliographic and Reference Manager,,
34718195,Primary Reviewers,is-a,Role in Research,social policy,0.7622414231300354
34718195,Third Reviewer,is-a,Role in Research,social policy,0.7622414231300354
34718195,Social Determinants,is-a,Factor in Health Studies,factor influencing health,0.851553201675415
34718195,Educational Attainment,is-a,Social Determinant,factor influencing health,0.7067723274230957
34718195,Gender,is-a,Social Determinant,factor influencing health,0.7067723274230957
34718195,Race,is-a,Social Determinant,factor influencing health,0.7067723274230957
34718195,Economic Stability,is-a,Social Determinant,factor influencing health,0.7067723274230957
34718195,Spine Surgery,is-a,Subspecialty of Neurosurgery,,
34718195,Functional Neurosurgery,is-a,Subspecialty of Neurosurgery,,
34718195,Vascular Neurosurgery,is-a,Subspecialty of Neurosurgery,,
34718195,Cranial Oncology,is-a,Subspecialty of Neurosurgery,,
12284380,Poverty,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12284380,Education,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12284380,Housing,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12284380,Employment,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12284380,Access to healthcare,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12284380,Social support,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12284380,Food security,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12284380,Transportation,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12284380,Neighborhood environment,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12284380,Income inequality,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
32114547,Neurosurgical specialty,is-a,Medical specialty,service professionals,0.7322500944137573
32114547,Neurosurgical education,is-a,Medical education,service professionals,0.7535209655761719
32114547,Residency training program,is-a,Medical training program,nutritional intervention,0.7509931921958923
32114547,Neurosurgical residents,is-a,Medical residents,service professionals,0.8193677663803101
32114547,Residency programs,is-a,Medical training programs,service professionals,0.7956165075302124
28828741,Economic instability,is-a,Socioeconomic factor,psychological factor,0.7358136773109436
28828741,Public healthcare expenditure,is-a,Health system factor,psychological factor,0.8071238398551941
28828741,All-cause mortality rate,is-a,Health outcome,mental health issue,0.7946832180023193
28828741,Directly provided services,is-a,Type of public healthcare expenditure,amount of workload,0.7114279270172119
28828741,Pharmaceutical care,is-a,Type of public healthcare expenditure,amount of workload,0.7114279270172119
28828741,General practitioner care,is-a,Type of public healthcare expenditure,amount of workload,0.7114279270172119
28828741,Specialist medical care,is-a,Type of public healthcare expenditure,amount of workload,0.7114279270172119
28828741,Privately delivered hospital care,is-a,Type of public healthcare expenditure,amount of workload,0.7114279270172119
28828741,Other privately delivered medical services,is-a,Type of public healthcare expenditure,amount of workload,0.7114279270172119
28828741,Psychiatric support and rehabilitation,is-a,Type of public healthcare expenditure,amount of workload,0.7114279270172119
37408664,Alzheimer's disease,is-a,disease,suicide attempts,0.7879545092582703
37408664,Black Americans,is-a,racial group,psychological factor,0.7170906662940979
37408664,Clinical trials,is-a,research method,suicide attempts,0.7729818820953369
37408664,Pharmaceutical companies,is-a,industry,service professionals,0.7643883228302002
37408664,Social determinants of health,is-a,factor affecting health,factor influencing health,0.9539051651954651
37408664,Access to quality education and information,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37408664,Access to health care,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37408664,Economic stability,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37408664,Built environment,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37408664,Community context,is-a,Social determinant of health,factor influencing health,0.7891273498535156
37093353,Young adult cancer survivors,is-a,cancer survivors,suicide attempts,0.8348684906959534
37093353,Purposive sample of YA cancer survivors,is-a,research sample,work environment,0.7377039790153503
37093353,Semi-structured interviews,is-a,research method,suicide attempts,0.7729818820953369
37093353,Coding reliability approach to thematic analysis,is-a,data analysis method,service professionals,0.7222211360931396
37093353,Stressor-related themes,is-a,research findings,suicide attempts,0.7872780561447144
37093353,Coping-related themes,is-a,research findings,suicide attempts,0.7872780561447144
37093353,Health behaviors,is-a,research findings,suicide attempts,0.7872780561447144
37093353,Intervention preferences,is-a,research findings,suicide attempts,0.7872780561447144
37093353,Individualized approach,is-a,intervention preference,protective factor,0.7799772024154663
37093353,Expert-based content,is-a,intervention preference,protective factor,0.7799772024154663
37093353,Peer support,is-a,intervention preference,protective factor,0.7799772024154663
37093353,Integrative self-care,is-a,intervention preference,protective factor,0.7799772024154663
37093353,Manageability,is-a,intervention preference,protective factor,0.7799772024154663
37093353,Multiple intervention formats,is-a,intervention preference,protective factor,0.7799772024154663
37093353,Stress management-enhanced behavioral interventions,is-a,potential solution for unmet needs,,
33621882,Greece,is-a,Country,,
33621882,Agricultural sector,is-a,Economic sector,social policy,0.7122493982315063
33621882,Aegean islands,is-a,Geographic region,,
33621882,Crete,is-a,Geographic region,,
33621882,Attica,is-a,Geographic region,,
33621882,Thessaly,is-a,Geographic region,,
33621882,Water distribution,is-a,Resource management aspect,work environment,0.8104414939880371
33621882,Water resources,is-a,Natural resources,,
33621882,Droughts,is-a,Climate extremes,,
33621882,Floods,is-a,Climate extremes,,
33621882,Soil erosion,is-a,Environmental issue,mental health issue,0.8267817497253418
28533016,Zoonotic diseases,is-a,threat to human health,'risk of vector borne disease',0.7037222981452942
28533016,Rodents,is-a,wildlife reservoirs for zoonotic diseases,'risk of vector borne disease',0.7434768080711365
28533016,DRodVir database,is-a,repository of rodent-associated animal viruses,'risk of vector borne disease',0.7516604661941528
28533016,Virologists,is-a,user of DRodVir database,,
28533016,Epidemiologists,is-a,user of DRodVir database,,
28533016,Zoologists,is-a,user of DRodVir database,,
28533016,Rodent-associated viruses,is-a,subject of virology study,,
28533016,Bat-associated viruses,is-a,subject of virology study,,
28533016,Rodents,is-a,major reservoirs of emerging zoonotic infectious diseases,'risk of vector borne disease',0.7795801162719727
28533016,Bats,is-a,major reservoirs of emerging zoonotic infectious diseases,'risk of vector borne disease',0.7795801162719727
27295810,Cervical Cancer,is-a,Global Health Challenge,,
27295810,Hydronephrosis,is-a,Complication of Cervical Cancer,history of domestic violence,0.7034101486206055
27295810,Poverty,is-a,Factor of Cervical Cancer in Developing Countries,'higher risk to pregnanat women',0.7542675733566284
27295810,Multiple Sexual Partners,is-a,Factor of Cervical Cancer in Developing Countries,'higher risk to pregnanat women',0.7542675733566284
27295810,Unbalanced Diet,is-a,Factor of Cervical Cancer in Developing Countries,'higher risk to pregnanat women',0.7542675733566284
27295810,Poor Knowledge and Attitude to Prevention of Diseases,is-a,Factor of Cervical Cancer in Developing Countries,'higher risk to pregnanat women',0.7542675733566284
27295810,Late-Presentation,is-a,Factor of Cervical Cancer in Developing Countries,'higher risk to pregnanat women',0.7542675733566284
36946262,Female sex worker,is-a,Occupation,suicide attempts,0.7501044273376465
36946262,Contraceptive decision-making,is-a,Behaviour,suicide attempts,0.7008699178695679
36946262,Healthcare access,is-a,Social determinant of health,factor influencing health,0.7891273498535156
36946262,Economic instability,is-a,Social determinant of health,factor influencing health,0.7891273498535156
36946262,Sexual partners and experiences of violence,is-a,Social context,social policy,0.8206110000610352
36946262,Childbearing Motivations,is-a,Psychological factor,psychological factor,1.0000001192092896
36946262,Desires and Intentions,is-a,Psychological factor,psychological factor,1.0000001192092896
36946262,Interpersonal violence,is-a,Social determinant of health,factor influencing health,0.7891273498535156
36946262,Reproductive health,is-a,Health outcome,mental health issue,0.7946832180023193
36946262,Reproductive autonomy,is-a,Individual right,work environment,0.7252438068389893
36946262,Contraceptive services,is-a,Healthcare service,service professionals,0.8655322790145874
36946262,Community service providers,is-a,Social support network,work environment,0.7585779428482056
36531668,Conservation of Resources Theory,is-a,psychological theory,psychological effect,0.8387724757194519
36531668,Financial insecurity,is-a,economic condition,social policy,0.7259031534194946
36531668,Working parents,is-a,demographic group,,
36531668,Trait resiliency,is-a,personal resource,work environment,0.7706289291381836
36531668,Worrying,is-a,psychological outcome,psychological effect,0.8909627199172974
36531668,Proactive behaviors,is-a,behavioral outcome,psychological factor,0.8125147819519043
36531668,Stress,is-a,psychological outcome,psychological effect,0.8909627199172974
36531668,Trait activation perspective,is-a,psychological perspective,psychological factor,0.8682243227958679
35709808,Extreme Weather Events,is-a,Climate Events,,
35709808,Anthropogenic Climate Change,is-a,Climate Change,,
